longdist;internat;local;int_disc;billtype;pay;age;gender;marital;children;income
14,75;0;71,14;Да;Бюджетный;CC;54;Женский;Женат;2;19758,3
14,75;0;71,14;Да;Бюджетный;CC;54;Женский;Женат;2;19758,3
14,75;0;71,14;Да;Бюджетный;CC;54;Женский;Женат;2;19758,3
14,77;0;101,05;Нет;Бесплатный;CC;25;Мужской;Одинокий;2;51268,5
14,77;0;101,05;Нет;Бесплатный;CC;25;Мужской;Одинокий;2;51268,5
14,77;0;101,05;Нет;Бесплатный;CC;25;Мужской;Одинокий;2;51268,5
14,77;0;63,9;Нет;Бесплатный;CC;56;Женский;Женат;0;58641,2
14,77;0;63,9;Нет;Бесплатный;CC;56;Женский;Женат;0;58641,2
14,77;0;63,9;Нет;Бесплатный;CC;56;Женский;Женат;0;58641,2
14,77;0;30,42;Нет;Бесплатный;CH;86;Мужской;Женат;0;92167,3
14,77;0;30,42;Нет;Бесплатный;CH;86;Мужской;Женат;0;92167,3
14,77;0;30,42;Нет;Бесплатный;CH;86;Мужской;Женат;0;92167,3
14,79;0;36,68;Да;Бесплатный;CC;68;Женский;Женат;1;97318,6
14,79;0;36,68;Да;Бесплатный;CC;68;Женский;Женат;1;97318,6
14,79;0;36,68;Да;Бесплатный;CC;68;Женский;Женат;1;97318,6
14,81;0;121,41;Да;Бесплатный;Auto;50;Женский;Женат;2;96821,1
14,81;0;121,41;Да;Бесплатный;Auto;50;Женский;Женат;2;96821,1
14,81;0;121,41;Да;Бесплатный;Auto;50;Женский;Женат;2;96821,1
14,82;0;99,52;Нет;Бюджетный;CH;83;Мужской;Одинокий;1;65867,1
14,82;0;99,52;Нет;Бюджетный;CH;83;Мужской;Одинокий;1;65867,1
14,82;0;99,52;Нет;Бюджетный;CH;83;Мужской;Одинокий;1;65867,1
14,83;7,8;287,3;Нет;Бюджетный;Auto;40;Мужской;Женат;0;55714
14,83;7,8;287,3;Нет;Бюджетный;Auto;40;Мужской;Женат;0;55714
14,83;7,8;287,3;Нет;Бюджетный;Auto;40;Мужской;Женат;0;55714
14,88;8,36;15,8;Нет;Бюджетный;CC;44;Женский;Женат;0;31561,5
14,88;8,36;15,8;Нет;Бюджетный;CC;44;Женский;Женат;0;31561,5
14,88;8,36;15,8;Нет;Бюджетный;CC;44;Женский;Женат;0;31561,5
14,9;0;26,57;Нет;Бюджетный;Auto;93;Мужской;Одинокий;1;28485,7
14,9;0;26,57;Нет;Бюджетный;Auto;93;Мужской;Одинокий;1;28485,7
14,9;0;26,57;Нет;Бюджетный;Auto;93;Мужской;Одинокий;1;28485,7
14,97;0;74,25;Да;Бесплатный;CC;33;Женский;Женат;2;90971,4
14,97;0;74,25;Да;Бесплатный;CC;33;Женский;Женат;2;90971,4
14,97;0;74,25;Да;Бесплатный;CC;33;Женский;Женат;2;90971,4
14,99;0;24,06;Нет;Бесплатный;CC;55;Женский;Женат;0;79771,3
14,99;0;24,06;Нет;Бесплатный;CC;55;Женский;Женат;0;79771,3
14,99;0;24,06;Нет;Бесплатный;CC;55;Женский;Женат;0;79771,3
15,01;0;45,93;Нет;Бюджетный;Auto;95;Мужской;Женат;2;21213
15,01;0;45,93;Нет;Бюджетный;Auto;95;Мужской;Женат;2;21213
15,01;0;45,93;Нет;Бюджетный;Auto;95;Мужской;Женат;2;21213
15,08;0;108,44;Нет;Бесплатный;CC;50;Мужской;Женат;0;19231,2
15,08;0;108,44;Нет;Бесплатный;CC;50;Мужской;Женат;0;19231,2
15,08;0;108,44;Нет;Бесплатный;CC;50;Мужской;Женат;0;19231,2
15,09;0;56,9;Нет;Бесплатный;Auto;19;Женский;Женат;0;68987,5
15,09;0;56,9;Нет;Бесплатный;Auto;19;Женский;Женат;0;68987,5
15,09;0;56,9;Нет;Бесплатный;Auto;19;Женский;Женат;0;68987,5
15,14;0;23,12;Нет;Бесплатный;CC;62;Женский;Одинокий;0;69977,3
15,14;0;23,12;Нет;Бесплатный;CC;62;Женский;Одинокий;0;69977,3
15,14;0;23,12;Нет;Бесплатный;CC;62;Женский;Одинокий;0;69977,3
15,15;0;22,39;Нет;Бюджетный;Auto;37;Мужской;Одинокий;0;79245,1
15,15;0;22,39;Нет;Бюджетный;Auto;37;Мужской;Одинокий;0;79245,1
15,15;0;22,39;Нет;Бюджетный;Auto;37;Мужской;Одинокий;0;79245,1
15,16;0;17;Нет;Бюджетный;CC;41;Женский;Женат;0;33520,9
15,16;0;17;Нет;Бюджетный;CC;41;Женский;Женат;0;33520,9
15,16;0;17;Нет;Бюджетный;CC;41;Женский;Женат;0;33520,9
15,19;0;24,55;Да;Бюджетный;CC;30;Мужской;Женат;0;15819,6
15,19;0;24,55;Да;Бюджетный;CC;30;Мужской;Женат;0;15819,6
15,19;0;24,55;Да;Бюджетный;CC;30;Мужской;Женат;0;15819,6
15,2;0;295,31;Нет;Бесплатный;CC;71;Мужской;Женат;1;98967,7
15,2;0;295,31;Нет;Бесплатный;CC;71;Мужской;Женат;1;98967,7
15,2;0;295,31;Нет;Бесплатный;CC;71;Мужской;Женат;1;98967,7
15,21;0;22,15;Да;Бюджетный;CC;70;Женский;Женат;1;37521,4
15,21;0;22,15;Да;Бюджетный;CC;70;Женский;Женат;1;37521,4
15,21;0;22,15;Да;Бюджетный;CC;70;Женский;Женат;1;37521,4
15,26;0;99,36;Нет;Бюджетный;Auto;27;Мужской;Женат;2;50290,7
15,26;0;99,36;Нет;Бюджетный;Auto;27;Мужской;Женат;2;50290,7
15,26;0;99,36;Нет;Бюджетный;Auto;27;Мужской;Женат;2;50290,7
15,27;0;29,48;Нет;Бюджетный;CC;43;Женский;Одинокий;1;77021,7
15,27;0;29,48;Нет;Бюджетный;CC;43;Женский;Одинокий;1;77021,7
15,27;0;29,48;Нет;Бюджетный;CC;43;Женский;Одинокий;1;77021,7
15,27;0;49,42;Да;Бесплатный;CC;82;Женский;Женат;1;11895,7
15,27;0;49,42;Да;Бесплатный;CC;82;Женский;Женат;1;11895,7
15,27;0;49,42;Да;Бесплатный;CC;82;Женский;Женат;1;11895,7
15,28;0;25,62;Нет;Бесплатный;CC;79;Женский;Женат;2;87297,9
15,28;0;25,62;Нет;Бесплатный;CC;79;Женский;Женат;2;87297,9
15,28;0;25,62;Нет;Бесплатный;CC;79;Женский;Женат;2;87297,9
15,28;1,84;49,51;Нет;Бюджетный;Auto;77;Мужской;Одинокий;0;81875,8
15,28;1,84;49,51;Нет;Бюджетный;Auto;77;Мужской;Одинокий;0;81875,8
15,28;1,84;49,51;Нет;Бюджетный;Auto;77;Мужской;Одинокий;0;81875,8
15,29;0;52,28;Нет;Бюджетный;CC;44;Мужской;Женат;1;91008,7
15,29;0;52,28;Нет;Бюджетный;CC;44;Мужской;Женат;1;91008,7
15,29;0;52,28;Нет;Бюджетный;CC;44;Мужской;Женат;1;91008,7
15,31;0;8,55;Нет;Бюджетный;CC;49;Мужской;Одинокий;1;63230,3
15,31;0;8,55;Нет;Бюджетный;CC;49;Мужской;Одинокий;1;63230,3
15,31;0;8,55;Нет;Бюджетный;CC;49;Мужской;Одинокий;1;63230,3
15,33;0;5,12;Нет;Бюджетный;CH;26;Мужской;Одинокий;2;8172,8
15,33;0;5,12;Нет;Бюджетный;CH;26;Мужской;Одинокий;2;8172,8
15,33;0;5,12;Нет;Бюджетный;CH;26;Мужской;Одинокий;2;8172,8
15,33;0,8;39,7;Нет;Бюджетный;CH;18;Женский;Женат;1;9929,4
15,33;0,8;39,7;Нет;Бюджетный;CH;18;Женский;Женат;1;9929,4
15,33;0,8;39,7;Нет;Бюджетный;CH;18;Женский;Женат;1;9929,4
15,33;0;61,86;Нет;Бесплатный;CC;21;Женский;Женат;1;73138,8
15,33;0;61,86;Нет;Бесплатный;CC;21;Женский;Женат;1;73138,8
15,33;0;61,86;Нет;Бесплатный;CC;21;Женский;Женат;1;73138,8
15,42;0,39;150,51;Нет;Бесплатный;Auto;85;Мужской;Женат;1;58310,2
15,42;0,39;150,51;Нет;Бесплатный;Auto;85;Мужской;Женат;1;58310,2
15,42;0,39;150,51;Нет;Бесплатный;Auto;85;Мужской;Женат;1;58310,2
15,51;0;5,1;Нет;Бюджетный;CC;46;Мужской;Женат;0;34805,5
15,51;0;5,1;Нет;Бюджетный;CC;46;Мужской;Женат;0;34805,5
15,51;0;5,1;Нет;Бюджетный;CC;46;Мужской;Женат;0;34805,5
15,54;0;57,32;Да;Бесплатный;CH;80;Мужской;Одинокий;1;15060,6
15,54;0;57,32;Да;Бесплатный;CH;80;Мужской;Одинокий;1;15060,6
15,54;0;57,32;Да;Бесплатный;CH;80;Мужской;Одинокий;1;15060,6
15,55;5,87;15,59;Да;Бесплатный;CC;69;Мужской;Женат;0;4684,74
15,55;5,87;15,59;Да;Бесплатный;CC;69;Мужской;Женат;0;4684,74
15,55;5,87;15,59;Да;Бесплатный;CC;69;Мужской;Женат;0;4684,74
15,6;0;24,19;Нет;Бесплатный;CH;79;Женский;Женат;2;8204,72
15,6;0;24,19;Нет;Бесплатный;CH;79;Женский;Женат;2;8204,72
15,6;0;24,19;Нет;Бесплатный;CH;79;Женский;Женат;2;8204,72
15,62;0;13,69;Да;Бюджетный;CC;60;Мужской;Женат;0;35125
15,62;0;13,69;Да;Бюджетный;CC;60;Мужской;Женат;0;35125
15,62;0;13,69;Да;Бюджетный;CC;60;Мужской;Женат;0;35125
15,63;4,08;59,14;Да;Бюджетный;CC;80;Мужской;Женат;0;50290,7
15,63;4,08;59,14;Да;Бюджетный;CC;80;Мужской;Женат;0;50290,7
15,63;4,08;59,14;Да;Бюджетный;CC;80;Мужской;Женат;0;50290,7
15,71;0;12,26;Нет;Бесплатный;CC;38;Мужской;Одинокий;2;52600
15,71;0;12,26;Нет;Бесплатный;CC;38;Мужской;Одинокий;2;52600
15,71;0;12,26;Нет;Бесплатный;CC;38;Мужской;Одинокий;2;52600
15,75;0;71,43;Нет;Бесплатный;CH;82;Мужской;Женат;0;40551
15,75;0;71,43;Нет;Бесплатный;CH;82;Мужской;Женат;0;40551
15,75;0;71,43;Нет;Бесплатный;CH;82;Мужской;Женат;0;40551
15,75;0;32,85;Да;Бесплатный;CC;39;Женский;Женат;1;46736
15,75;0;32,85;Да;Бесплатный;CC;39;Женский;Женат;1;46736
15,75;0;32,85;Да;Бесплатный;CC;39;Женский;Женат;1;46736
15,79;0;77,73;Нет;Бесплатный;CC;52;Женский;Женат;0;67026,6
15,79;0;77,73;Нет;Бесплатный;CC;52;Женский;Женат;0;67026,6
15,79;0;77,73;Нет;Бесплатный;CC;52;Женский;Женат;0;67026,6
15,81;3,05;45,12;Нет;Бесплатный;CC;35;Мужской;Женат;2;18345,3
15,81;3,05;45,12;Нет;Бесплатный;CC;35;Мужской;Женат;2;18345,3
15,81;3,05;45,12;Нет;Бесплатный;CC;35;Мужской;Женат;2;18345,3
15,82;0;108,04;Нет;Бюджетный;CC;65;Женский;Одинокий;2;18151,6
15,82;0;108,04;Нет;Бюджетный;CC;65;Женский;Одинокий;2;18151,6
15,82;0;108,04;Нет;Бюджетный;CC;65;Женский;Одинокий;2;18151,6
15,84;0;27,13;Нет;Бюджетный;Auto;79;Мужской;Одинокий;1;67137,7
15,84;0;27,13;Нет;Бюджетный;Auto;79;Мужской;Одинокий;1;67137,7
15,84;0;27,13;Нет;Бюджетный;Auto;79;Мужской;Одинокий;1;67137,7
15,86;0;27,32;Нет;Бюджетный;Auto;72;Женский;Одинокий;1;78796
15,86;0;27,32;Нет;Бюджетный;Auto;72;Женский;Одинокий;1;78796
15,86;0;27,32;Нет;Бюджетный;Auto;72;Женский;Одинокий;1;78796
15,92;0;6,32;Да;Бюджетный;Auto;44;Мужской;Женат;2;57430,5
15,92;0;6,32;Да;Бюджетный;Auto;44;Мужской;Женат;2;57430,5
15,92;0;6,32;Да;Бюджетный;Auto;44;Мужской;Женат;2;57430,5
15,93;2,21;73,07;Да;Бюджетный;Auto;68;Женский;Женат;0;73728,3
15,93;2,21;73,07;Да;Бюджетный;Auto;68;Женский;Женат;0;73728,3
15,93;2,21;73,07;Да;Бюджетный;Auto;68;Женский;Женат;0;73728,3
15,97;0;51,84;Нет;Бесплатный;CH;76;Женский;Женат;1;56545,8
15,97;0;51,84;Нет;Бесплатный;CH;76;Женский;Женат;1;56545,8
15,97;0;51,84;Нет;Бесплатный;CH;76;Женский;Женат;1;56545,8
16;3,05;32,49;Да;Бесплатный;CC;93;Мужской;Одинокий;1;14258,4
16;3,05;32,49;Да;Бесплатный;CC;93;Мужской;Одинокий;1;14258,4
16;3,05;32,49;Да;Бесплатный;CC;93;Мужской;Одинокий;1;14258,4
16,06;0;30,24;Нет;Бюджетный;CH;39;Мужской;Женат;1;89928,5
16,06;0;30,24;Нет;Бюджетный;CH;39;Мужской;Женат;1;89928,5
16,06;0;30,24;Нет;Бюджетный;CH;39;Мужской;Женат;1;89928,5
16,07;1,54;130,35;Нет;Бюджетный;CC;77;Женский;Женат;2;37155
16,07;1,54;130,35;Нет;Бюджетный;CC;77;Женский;Женат;2;37155
16,07;1,54;130,35;Нет;Бюджетный;CC;77;Женский;Женат;2;37155
16,14;0;56,41;Да;Бесплатный;Auto;90;Мужской;Женат;0;60550,5
16,14;0;56,41;Да;Бесплатный;Auto;90;Мужской;Женат;0;60550,5
16,14;0;56,41;Да;Бесплатный;Auto;90;Мужской;Женат;0;60550,5
16,14;5,98;51,02;Нет;Бесплатный;Auto;33;Женский;Женат;2;85433,1
16,14;5,98;51,02;Нет;Бесплатный;Auto;33;Женский;Женат;2;85433,1
16,14;5,98;51,02;Нет;Бесплатный;Auto;33;Женский;Женат;2;85433,1
16,15;0;145,35;Нет;Бюджетный;CC;62;Женский;Одинокий;0;72358,6
16,15;0;145,35;Нет;Бюджетный;CC;62;Женский;Одинокий;0;72358,6
16,15;0;145,35;Нет;Бюджетный;CC;62;Женский;Одинокий;0;72358,6
16,16;0;88,1;Нет;Бесплатный;CC;31;Женский;Одинокий;2;85401,7
16,16;0;88,1;Нет;Бесплатный;CC;31;Женский;Одинокий;2;85401,7
16,16;0;88,1;Нет;Бесплатный;CC;31;Женский;Одинокий;2;85401,7
16,16;6,1;13,83;Да;Бюджетный;CC;31;Женский;Женат;1;99485,3
16,16;6,1;13,83;Да;Бюджетный;CC;31;Женский;Женат;1;99485,3
16,16;6,1;13,83;Да;Бюджетный;CC;31;Женский;Женат;1;99485,3
16,17;0;6,11;Нет;Бесплатный;CC;50;Женский;Женат;2;11458,4
16,17;0;6,11;Нет;Бесплатный;CC;50;Женский;Женат;2;11458,4
16,17;0;6,11;Нет;Бесплатный;CC;50;Женский;Женат;2;11458,4
16,19;0;24,43;Нет;Бюджетный;CC;34;Мужской;Женат;2;14794,3
16,19;0;24,43;Нет;Бюджетный;CC;34;Мужской;Женат;2;14794,3
16,19;0;24,43;Нет;Бюджетный;CC;34;Мужской;Женат;2;14794,3
16,19;0;160,42;Нет;Бесплатный;CC;39;Женский;Женат;1;13829,4
16,19;0;160,42;Нет;Бесплатный;CC;39;Женский;Женат;1;13829,4
16,19;0;160,42;Нет;Бесплатный;CC;39;Женский;Женат;1;13829,4
16,19;0;12,12;Да;Бюджетный;CC;75;Женский;Женат;2;11434,6
16,19;0;12,12;Да;Бюджетный;CC;75;Женский;Женат;2;11434,6
16,19;0;12,12;Да;Бюджетный;CC;75;Женский;Женат;2;11434,6
16,21;0;145,63;Нет;Бесплатный;CC;40;Женский;Одинокий;1;26756,6
16,21;0;145,63;Нет;Бесплатный;CC;40;Женский;Одинокий;1;26756,6
16,21;0;145,63;Нет;Бесплатный;CC;40;Женский;Одинокий;1;26756,6
16,22;0;53,96;Нет;Бесплатный;CC;43;Мужской;Женат;1;35827,5
16,22;0;53,96;Нет;Бесплатный;CC;43;Мужской;Женат;1;35827,5
16,22;0;53,96;Нет;Бесплатный;CC;43;Мужской;Женат;1;35827,5
16,22;0;16,77;Да;Бесплатный;CC;46;Женский;Одинокий;2;41146,2
16,22;0;16,77;Да;Бесплатный;CC;46;Женский;Одинокий;2;41146,2
16,22;0;16,77;Да;Бесплатный;CC;46;Женский;Одинокий;2;41146,2
16,25;0;66,62;Да;Бюджетный;CC;77;Мужской;Женат;2;29277,8
16,25;0;66,62;Да;Бюджетный;CC;77;Мужской;Женат;2;29277,8
16,25;0;66,62;Да;Бюджетный;CC;77;Мужской;Женат;2;29277,8
16,25;4,68;57,36;Нет;Бюджетный;CH;22;Мужской;Женат;2;65129
16,25;4,68;57,36;Нет;Бюджетный;CH;22;Мужской;Женат;2;65129
16,25;4,68;57,36;Нет;Бюджетный;CH;22;Мужской;Женат;2;65129
16,31;0;34,75;Нет;Бесплатный;CH;93;Мужской;Женат;2;40372,4
16,31;0;34,75;Нет;Бесплатный;CH;93;Мужской;Женат;2;40372,4
16,31;0;34,75;Нет;Бесплатный;CH;93;Мужской;Женат;2;40372,4
16,32;0;26,29;Нет;Бюджетный;CH;37;Мужской;Женат;0;43235,5
16,32;0;26,29;Нет;Бюджетный;CH;37;Мужской;Женат;0;43235,5
16,32;0;26,29;Нет;Бюджетный;CH;37;Мужской;Женат;0;43235,5
16,35;0;15,25;Нет;Бесплатный;CC;58;Мужской;Женат;0;64789,8
16,35;0;15,25;Нет;Бесплатный;CC;58;Мужской;Женат;0;64789,8
16,35;0;15,25;Нет;Бесплатный;CC;58;Мужской;Женат;0;64789,8
16,36;0;26,88;Да;Бесплатный;CC;84;Мужской;Женат;0;94243,8
16,36;0;26,88;Да;Бесплатный;CC;84;Мужской;Женат;0;94243,8
16,36;0;26,88;Да;Бесплатный;CC;84;Мужской;Женат;0;94243,8
16,37;0;7,01;Нет;Бюджетный;CH;97;Женский;Женат;1;51261,9
16,37;0;7,01;Нет;Бюджетный;CH;97;Женский;Женат;1;51261,9
16,37;0;7,01;Нет;Бюджетный;CH;97;Женский;Женат;1;51261,9
16,37;0,05;49,19;Нет;Бюджетный;CC;48;Мужской;Одинокий;1;98360,6
16,37;0,05;49,19;Нет;Бюджетный;CC;48;Мужской;Одинокий;1;98360,6
16,37;0,05;49,19;Нет;Бюджетный;CC;48;Мужской;Одинокий;1;98360,6
16,38;0;9,73;Нет;Бюджетный;CC;63;Женский;Одинокий;0;3902,04
16,38;0;9,73;Нет;Бюджетный;CC;63;Женский;Одинокий;0;3902,04
16,38;0;9,73;Нет;Бюджетный;CC;63;Женский;Одинокий;0;3902,04
16,42;0;39,75;Нет;Бюджетный;Auto;76;Мужской;Одинокий;1;24104,7
16,42;0;39,75;Нет;Бюджетный;Auto;76;Мужской;Одинокий;1;24104,7
16,42;0;39,75;Нет;Бюджетный;Auto;76;Мужской;Одинокий;1;24104,7
16,44;0;77,76;Да;Бюджетный;CC;74;Женский;Женат;2;87844,8
16,44;0;77,76;Да;Бюджетный;CC;74;Женский;Женат;2;87844,8
16,44;0;77,76;Да;Бюджетный;CC;74;Женский;Женат;2;87844,8
16,46;0;57,66;Да;Бесплатный;CC;93;Женский;Одинокий;0;74912,1
16,46;0;57,66;Да;Бесплатный;CC;93;Женский;Одинокий;0;74912,1
16,46;0;57,66;Да;Бесплатный;CC;93;Женский;Одинокий;0;74912,1
16,47;1,53;90,45;Нет;Бюджетный;CH;53;Мужской;Женат;1;34317,6
16,47;1,53;90,45;Нет;Бюджетный;CH;53;Мужской;Женат;1;34317,6
16,47;1,53;90,45;Нет;Бюджетный;CH;53;Мужской;Женат;1;34317,6
16,47;0;35,8;Нет;Бесплатный;CC;55;Мужской;Женат;2;50290,7
16,47;0;35,8;Нет;Бесплатный;CC;55;Мужской;Женат;2;50290,7
16,47;0;35,8;Нет;Бесплатный;CC;55;Мужской;Женат;2;50290,7
16,5;6,43;59,5;Нет;Бесплатный;CH;41;Женский;Женат;0;89915
16,5;6,43;59,5;Нет;Бесплатный;CH;41;Женский;Женат;0;89915
16,5;6,43;59,5;Нет;Бесплатный;CH;41;Женский;Женат;0;89915
16,5;0;5,67;Нет;Бюджетный;CH;37;Женский;Одинокий;0;71570,3
16,5;0;5,67;Нет;Бюджетный;CH;37;Женский;Одинокий;0;71570,3
16,5;0;5,67;Нет;Бюджетный;CH;37;Женский;Одинокий;0;71570,3
16,53;0;16,49;Нет;Бесплатный;CC;56;Мужской;Одинокий;0;4841,33
16,53;0;16,49;Нет;Бесплатный;CC;56;Мужской;Одинокий;0;4841,33
16,53;0;16,49;Нет;Бесплатный;CC;56;Мужской;Одинокий;0;4841,33
16,54;0;143,32;Нет;Бесплатный;CH;80;Мужской;Женат;1;73152
16,54;0;143,32;Нет;Бесплатный;CH;80;Мужской;Женат;1;73152
16,54;0;143,32;Нет;Бесплатный;CH;80;Мужской;Женат;1;73152
16,6;0;59,15;Нет;Бюджетный;CC;85;Мужской;Одинокий;1;84100,4
16,6;0;59,15;Нет;Бюджетный;CC;85;Мужской;Одинокий;1;84100,4
16,6;0;59,15;Нет;Бюджетный;CC;85;Мужской;Одинокий;1;84100,4
16,61;0;50,69;Нет;Бюджетный;CC;55;Мужской;Женат;1;41334,1
16,61;0;50,69;Нет;Бюджетный;CC;55;Мужской;Женат;1;41334,1
16,61;0;50,69;Нет;Бюджетный;CC;55;Мужской;Женат;1;41334,1
16,62;7,88;16,06;Нет;Бесплатный;CH;47;Мужской;Одинокий;0;4961,5
16,62;7,88;16,06;Нет;Бесплатный;CH;47;Мужской;Одинокий;0;4961,5
16,62;7,88;16,06;Нет;Бесплатный;CH;47;Мужской;Одинокий;0;4961,5
16,64;0;105,26;Нет;Бюджетный;CH;30;Женский;Женат;1;48457,6
16,64;0;105,26;Нет;Бюджетный;CH;30;Женский;Женат;1;48457,6
16,64;0;105,26;Нет;Бюджетный;CH;30;Женский;Женат;1;48457,6
16,64;0;58,53;Да;Бюджетный;CH;30;Женский;Женат;2;36740,7
16,64;0;58,53;Да;Бюджетный;CH;30;Женский;Женат;2;36740,7
16,64;0;58,53;Да;Бюджетный;CH;30;Женский;Женат;2;36740,7
16,65;0;130,56;Да;Бюджетный;CC;56;Мужской;Одинокий;1;98533,3
16,65;0;130,56;Да;Бюджетный;CC;56;Мужской;Одинокий;1;98533,3
16,65;0;130,56;Да;Бюджетный;CC;56;Мужской;Одинокий;1;98533,3
16,66;1,92;10,21;Да;Бесплатный;Auto;44;Женский;Одинокий;2;36824,5
16,66;1,92;10,21;Да;Бесплатный;Auto;44;Женский;Одинокий;2;36824,5
16,66;1,92;10,21;Да;Бесплатный;Auto;44;Женский;Одинокий;2;36824,5
16,7;0;71,68;Нет;Бюджетный;CC;63;Мужской;Женат;2;31282,8
16,7;0;71,68;Нет;Бюджетный;CC;63;Мужской;Женат;2;31282,8
16,7;0;71,68;Нет;Бюджетный;CC;63;Мужской;Женат;2;31282,8
16,75;0;262,64;Да;Бюджетный;CC;37;Женский;Одинокий;2;34567
16,75;0;262,64;Да;Бюджетный;CC;37;Женский;Одинокий;2;34567
16,75;0;262,64;Да;Бюджетный;CC;37;Женский;Одинокий;2;34567
16,77;0;16,36;Да;Бюджетный;Auto;84;Мужской;Одинокий;0;34148,6
16,77;0;16,36;Да;Бюджетный;Auto;84;Мужской;Одинокий;0;34148,6
16,77;0;16,36;Да;Бюджетный;Auto;84;Мужской;Одинокий;0;34148,6
16,78;3,52;12,94;Нет;Бесплатный;CC;54;Женский;Женат;1;27376
16,78;3,52;12,94;Нет;Бесплатный;CC;54;Женский;Женат;1;27376
16,78;3,52;12,94;Нет;Бесплатный;CC;54;Женский;Женат;1;27376
16,8;0;268,96;Нет;Бюджетный;CC;47;Мужской;Одинокий;2;23511,4
16,8;0;268,96;Нет;Бюджетный;CC;47;Мужской;Одинокий;2;23511,4
16,8;0;268,96;Нет;Бюджетный;CC;47;Мужской;Одинокий;2;23511,4
16,81;0;80,19;Да;Бесплатный;Auto;71;Женский;Женат;0;45444
16,81;0;80,19;Да;Бесплатный;Auto;71;Женский;Женат;0;45444
16,81;0;80,19;Да;Бесплатный;Auto;71;Женский;Женат;0;45444
16,84;0;40,16;Да;Бюджетный;CC;41;Женский;Женат;0;45103,4
16,84;0;40,16;Да;Бюджетный;CC;41;Женский;Женат;0;45103,4
16,84;0;40,16;Да;Бюджетный;CC;41;Женский;Женат;0;45103,4
16,85;0;134,44;Нет;Бюджетный;CH;82;Мужской;Одинокий;2;2271,11
16,85;0;134,44;Нет;Бюджетный;CH;82;Мужской;Одинокий;2;2271,11
16,85;0;134,44;Нет;Бюджетный;CH;82;Мужской;Одинокий;2;2271,11
16,9;0;11,52;Нет;Бюджетный;CC;53;Мужской;Одинокий;2;21242,8
16,9;0;11,52;Нет;Бюджетный;CC;53;Мужской;Одинокий;2;21242,8
16,9;0;11,52;Нет;Бюджетный;CC;53;Мужской;Одинокий;2;21242,8
16,92;0;93,3;Да;Бесплатный;CC;83;Мужской;Одинокий;2;65330,2
16,92;0;93,3;Да;Бесплатный;CC;83;Мужской;Одинокий;2;65330,2
16,92;0;93,3;Да;Бесплатный;CC;83;Мужской;Одинокий;2;65330,2
16,98;4,75;97,02;Нет;Бюджетный;CC;64;Мужской;Женат;1;43644,7
16,98;4,75;97,02;Нет;Бюджетный;CC;64;Мужской;Женат;1;43644,7
16,98;4,75;97,02;Нет;Бюджетный;CC;64;Мужской;Женат;1;43644,7
17,01;0;137,34;Нет;Бесплатный;CC;28;Женский;Одинокий;0;64335
17,01;0;137,34;Нет;Бесплатный;CC;28;Женский;Одинокий;0;64335
17,01;0;137,34;Нет;Бесплатный;CC;28;Женский;Одинокий;0;64335
17,08;0;163,98;Нет;Бесплатный;CH;77;Женский;Одинокий;1;37331,2
17,08;0;163,98;Нет;Бесплатный;CH;77;Женский;Одинокий;1;37331,2
17,08;0;163,98;Нет;Бесплатный;CH;77;Женский;Одинокий;1;37331,2
17,09;0;48,98;Нет;Бюджетный;CH;27;Мужской;Женат;0;85079,5
17,09;0;48,98;Нет;Бюджетный;CH;27;Мужской;Женат;0;85079,5
17,09;0;48,98;Нет;Бюджетный;CH;27;Мужской;Женат;0;85079,5
17,12;0;57,78;Нет;Бюджетный;CC;83;Женский;Женат;0;42491,4
17,12;0;57,78;Нет;Бюджетный;CC;83;Женский;Женат;0;42491,4
17,12;0;57,78;Нет;Бюджетный;CC;83;Женский;Женат;0;42491,4
17,13;3,04;23,99;Нет;Бесплатный;CC;60;Женский;Одинокий;1;92353,3
17,13;3,04;23,99;Нет;Бесплатный;CC;60;Женский;Одинокий;1;92353,3
17,13;3,04;23,99;Нет;Бесплатный;CC;60;Женский;Одинокий;1;92353,3
17,13;0;14,07;Да;Бесплатный;CH;37;Мужской;Женат;0;52355,1
17,13;0;14,07;Да;Бесплатный;CH;37;Мужской;Женат;0;52355,1
17,13;0;14,07;Да;Бесплатный;CH;37;Мужской;Женат;0;52355,1
17,13;0;12,34;Нет;Бюджетный;CC;82;Женский;Женат;1;49453,8
17,13;0;12,34;Нет;Бюджетный;CC;82;Женский;Женат;1;49453,8
17,13;0;12,34;Нет;Бюджетный;CC;82;Женский;Женат;1;49453,8
17,15;0;148,6;Нет;Бесплатный;CH;31;Женский;Женат;1;82388,2
17,15;0;148,6;Нет;Бесплатный;CH;31;Женский;Женат;1;82388,2
17,15;0;148,6;Нет;Бесплатный;CH;31;Женский;Женат;1;82388,2
17,21;8,94;138,05;Да;Бесплатный;CC;42;Мужской;Одинокий;0;37661
17,21;8,94;138,05;Да;Бесплатный;CC;42;Мужской;Одинокий;0;37661
17,21;8,94;138,05;Да;Бесплатный;CC;42;Мужской;Одинокий;0;37661
17,22;0;31,56;Да;Бюджетный;CH;55;Женский;Женат;0;91708,4
17,22;0;31,56;Да;Бюджетный;CH;55;Женский;Женат;0;91708,4
17,22;0;31,56;Да;Бюджетный;CH;55;Женский;Женат;0;91708,4
17,26;0;75,58;Нет;Бесплатный;Auto;91;Мужской;Одинокий;2;61766,7
