age;gender;inccat;ed;marital;savings
48;Мужской;75+;Среднее;Женат (замужем);90,6
48;Женский;50 - 74;Неполное среднее;Женат (замужем);33,8
28;Мужской;18 - 24;Неполное среднее;Женат (замужем);9,6
46;Женский;75+;Среднее;Женат (замужем);84,5
32;Мужской;25 - 49;Среднее;Женат (замужем);12,7
63;Женский;75+;Незаконченное высшее;Женат (замужем);52,7
54;Мужской;50 - 74;Среднее;Женат (замужем);36,9
24;Женский;25 - 49;Незаконченное высшее;Женат (замужем);12,6
35;Женский;25 - 49;Среднее специальное;Не женат (не замужем);14,1
47;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);14,7
24;Мужской;25 - 49;Среднее;Не женат (не замужем);16,2
37;Мужской;25 - 49;Среднее;Не женат (не замужем);17,5
59;Мужской;50 - 74;Неполное среднее;Женат (замужем);34
35;Мужской;75+;Среднее;Не женат (не замужем);56,2
33;Женский;25 - 49;Среднее специальное;Не женат (не замужем);13,4
45;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);34,5
55;Женский;75+;Неполное среднее;Женат (замужем);46,2
68;Женский;75+;Среднее;Не женат (не замужем);57
63;Женский;18 - 24;Неполное среднее;Женат (замужем);11,2
63;Женский;25 - 49;Неполное среднее;Не женат (не замужем);14,6
74;Женский;75+;Среднее;Не женат (не замужем);37
42;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);16
54;Женский;50 - 74;Неполное среднее;Не женат (не замужем);35,7
59;Мужской;75+;Среднее специальное;Женат (замужем);44,7
43;Женский;75+;Среднее;Не женат (не замужем);39,4
35;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);34,3
34;Женский;50 - 74;Неполное среднее;Женат (замужем);34
54;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);36
34;Женский;25 - 49;Незаконченное высшее;Женат (замужем);23,3
43;Женский;25 - 49;Неполное среднее;Не женат (не замужем);15,8
38;Мужской;18 - 24;Среднее;Не женат (не замужем);10,4
27;Мужской;18 - 24;Высшее, ученая степень;Женат (замужем);11,2
45;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);34,4
42;Женский;18 - 24;Неполное среднее;Не женат (не замужем);10,1
49;Женский;25 - 49;Среднее;Женат (замужем);14,7
44;Мужской;75+;Среднее специальное;Не женат (не замужем);74
24;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);8,9
65;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);14,4
39;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);24,6
28;Мужской;18 - 24;Высшее, ученая степень;Женат (замужем);10,3
36;Женский;25 - 49;Неполное среднее;Женат (замужем);23,9
30;Мужской;25 - 49;Среднее специальное;Женат (замужем);15,3
44;Мужской;25 - 49;Неполное среднее;Женат (замужем);14,6
45;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);31,2
43;Мужской;25 - 49;Среднее;Женат (замужем);24,4
35;Женский;18 - 24;Среднее специальное;Женат (замужем);9,4
22;Женский;75+;Незаконченное высшее;Не женат (не замужем);49,5
63;Женский;50 - 74;Неполное среднее;Женат (замужем);29,2
47;Мужской;75+;Среднее;Женат (замужем);47,5
63;Женский;75+;Среднее специальное;Женат (замужем);89,5
42;Женский;50 - 74;Среднее;Женат (замужем);28,8
29;Женский;25 - 49;Среднее специальное;Женат (замужем);12,4
48;Женский;75+;Среднее;Не женат (не замужем);47,8
38;Мужской;25 - 49;Среднее;Женат (замужем);13,2
43;Мужской;25 - 49;Среднее;Женат (замужем);16,2
48;Мужской;25 - 49;Среднее специальное;Женат (замужем);18
46;Мужской;75+;Среднее;Не женат (не замужем);72,5
56;Мужской;75+;Неполное среднее;Не женат (не замужем);71,3
52;Мужской;50 - 74;Неполное среднее;Женат (замужем);35,4
19;Мужской;18 - 24;Среднее;Женат (замужем);8,9
59;Женский;18 - 24;Незаконченное высшее;Не женат (не замужем);9,4
30;Женский;75+;Незаконченное высшее;Женат (замужем);42,9
40;Женский;50 - 74;Незаконченное высшее;Женат (замужем);28,1
40;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);29,8
52;Женский;75+;Незаконченное высшее;Не женат (не замужем);77,9
40;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);37,5
63;Мужской;75+;Среднее специальное;Не женат (не замужем);82,3
27;Мужской;25 - 49;Среднее;Не женат (не замужем);13
28;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);16,3
47;Женский;75+;Незаконченное высшее;Женат (замужем);54,3
56;Женский;18 - 24;Неполное среднее;Женат (замужем);8,4
54;Мужской;50 - 74;Среднее;Не женат (не замужем);28,6
43;Женский;18 - 24;Среднее;Женат (замужем);9,1
35;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);21,6
42;Женский;25 - 49;Среднее;Женат (замужем);16,4
59;Женский;75+;Незаконченное высшее;Не женат (не замужем);69,2
44;Мужской;50 - 74;Среднее специальное;Женат (замужем);33,4
61;Мужской;75+;Незаконченное высшее;Не женат (не замужем);67,9
45;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);10
43;Мужской;50 - 74;Среднее;Не женат (не замужем);32,4
43;Женский;75+;Среднее;Не женат (не замужем);40,5
47;Женский;25 - 49;Среднее;Женат (замужем);22,8
45;Женский;25 - 49;Среднее;Женат (замужем);23,2
38;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);18,5
32;Женский;25 - 49;Среднее специальное;Женат (замужем);12,8
36;Мужской;25 - 49;Среднее;Не женат (не замужем);14,1
40;Женский;25 - 49;Среднее;Не женат (не замужем);13,9
33;Женский;75+;Среднее;Не женат (не замужем);52,7
42;Женский;25 - 49;Незаконченное высшее;Женат (замужем);19,6
49;Женский;25 - 49;Среднее;Женат (замужем);19,7
66;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);10,5
27;Женский;18 - 24;Среднее;Женат (замужем);11,2
51;Женский;25 - 49;Неполное среднее;Женат (замужем);22,6
25;Мужской;25 - 49;Среднее;Не женат (не замужем);14,1
38;Женский;18 - 24;Неполное среднее;Не женат (не замужем);10,8
33;Женский;50 - 74;Среднее;Женат (замужем);27,4
28;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);28,8
36;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);28,1
36;Женский;25 - 49;Среднее;Не женат (не замужем);23,4
35;Женский;25 - 49;Среднее специальное;Женат (замужем);15,9
71;Женский;75+;Среднее;Не женат (не замужем);49,5
28;Женский;25 - 49;Неполное среднее;Не женат (не замужем);14,9
29;Женский;50 - 74;Среднее специальное;Не женат (не замужем);25,8
46;Женский;75+;Среднее специальное;Не женат (не замужем);54
32;Женский;25 - 49;Среднее специальное;Не женат (не замужем);16,9
37;Женский;75+;Высшее, ученая степень;Женат (замужем);54,7
39;Женский;25 - 49;Среднее;Женат (замужем);23,1
56;Женский;75+;Среднее;Женат (замужем);77,5
46;Женский;25 - 49;Незаконченное высшее;Женат (замужем);22
32;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);26,4
46;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);14,9
43;Женский;50 - 74;Среднее специальное;Женат (замужем);25,2
39;Мужской;25 - 49;Среднее;Женат (замужем);16,8
69;Женский;75+;Высшее, ученая степень;Не женат (не замужем);59,8
23;Женский;25 - 49;Среднее специальное;Женат (замужем);15,3
45;Мужской;18 - 24;Среднее;Женат (замужем);8,9
49;Женский;25 - 49;Среднее специальное;Женат (замужем);19,2
68;Женский;18 - 24;Среднее;Не женат (не замужем);5,1
41;Мужской;18 - 24;Среднее;Женат (замужем);12,1
46;Женский;75+;Среднее;Женат (замужем);73,6
66;Мужской;18 - 24;Незаконченное высшее;Женат (замужем);5,9
21;Мужской;25 - 49;Среднее;Не женат (не замужем);18,8
51;Мужской;75+;Неполное среднее;Не женат (не замужем);57,3
48;Женский;50 - 74;Среднее специальное;Не женат (не замужем);31,2
68;Мужской;75+;Среднее;Женат (замужем);64,2
21;Мужской;18 - 24;Среднее;Женат (замужем);8,5
31;Женский;25 - 49;Неполное среднее;Не женат (не замужем);15,9
49;Женский;50 - 74;Неполное среднее;Не женат (не замужем);26,1
50;Женский;75+;Среднее;Женат (замужем);37,9
46;Мужской;50 - 74;Среднее специальное;Женат (замужем);26,9
30;Мужской;25 - 49;Среднее;Не женат (не замужем);13,4
39;Женский;50 - 74;Среднее;Не женат (не замужем);30,3
62;Женский;75+;Высшее, ученая степень;Женат (замужем);95
42;Мужской;25 - 49;Среднее;Не женат (не замужем);23,7
43;Женский;50 - 74;Среднее специальное;Не женат (не замужем);33,8
27;Женский;25 - 49;Среднее специальное;Не женат (не замужем);17,8
44;Женский;50 - 74;Среднее;Не женат (не замужем);34,3
30;Женский;25 - 49;Среднее;Женат (замужем);19,3
44;Мужской;75+;Среднее специальное;Женат (замужем);62,6
32;Женский;25 - 49;Неполное среднее;Женат (замужем);14,4
65;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);4,4
44;Мужской;75+;Высшее, ученая степень;Не женат (не замужем);43,4
43;Женский;50 - 74;Среднее;Женат (замужем);25,3
45;Женский;75+;Среднее специальное;Не женат (не замужем);44,9
43;Мужской;50 - 74;Высшее, ученая степень;Женат (замужем);28,4
57;Мужской;75+;Среднее специальное;Женат (замужем);74,6
36;Женский;75+;Среднее;Женат (замужем);38
68;Женский;75+;Неполное среднее;Не женат (не замужем);94,7
56;Мужской;50 - 74;Среднее;Не женат (не замужем);27
30;Мужской;18 - 24;Среднее;Не женат (не замужем);10,1
58;Мужской;75+;Среднее;Женат (замужем);43,4
53;Женский;50 - 74;Среднее;Не женат (не замужем);30,5
54;Женский;75+;Среднее специальное;Не женат (не замужем);79,2
54;Женский;50 - 74;Высшее, ученая степень;Не женат (не замужем);28,6
66;Женский;18 - 24;Среднее;Женат (замужем);9,5
26;Мужской;18 - 24;Среднее;Не женат (не замужем);12,1
31;Мужской;25 - 49;Неполное среднее;Женат (замужем);22,6
65;Мужской;75+;Неполное среднее;Женат (замужем);81,2
21;Женский;18 - 24;Неполное среднее;Не женат (не замужем);9,8
37;Женский;25 - 49;Незаконченное высшее;Женат (замужем);22,4
48;Мужской;75+;Среднее;Не женат (не замужем);42,2
24;Женский;25 - 49;Среднее специальное;Не женат (не замужем);15,1
34;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);20,9
52;Женский;25 - 49;Среднее специальное;Женат (замужем);17,1
32;Женский;25 - 49;Среднее специальное;Женат (замужем);22,3
36;Женский;50 - 74;Среднее;Женат (замужем);36,1
55;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);8,9
27;Мужской;18 - 24;Неполное среднее;Женат (замужем);10,2
39;Женский;25 - 49;Незаконченное высшее;Женат (замужем);19,2
31;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);29,2
50;Женский;75+;Среднее специальное;Не женат (не замужем);73,1
67;Женский;18 - 24;Неполное среднее;Не женат (не замужем);4,8
48;Мужской;25 - 49;Неполное среднее;Женат (замужем);18,5
48;Женский;25 - 49;Неполное среднее;Женат (замужем);16,8
36;Женский;25 - 49;Среднее;Не женат (не замужем);22,7
36;Мужской;75+;Среднее специальное;Не женат (не замужем);43,2
47;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);19,6
31;Мужской;18 - 24;Неполное среднее;Женат (замужем);11,1
35;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);21,5
40;Женский;50 - 74;Неполное среднее;Не женат (не замужем);26,6
40;Мужской;75+;Среднее;Женат (замужем);38,9
61;Мужской;18 - 24;Среднее специальное;Женат (замужем);7,1
72;Мужской;50 - 74;Среднее специальное;Женат (замужем);25,8
27;Мужской;50 - 74;Среднее;Не женат (не замужем);37,1
36;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);23
29;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);19
31;Женский;18 - 24;Среднее специальное;Не женат (не замужем);11,8
50;Мужской;75+;Среднее специальное;Не женат (не замужем);71,1
51;Женский;25 - 49;Среднее;Женат (замужем);18,6
42;Мужской;25 - 49;Неполное среднее;Женат (замужем);16,1
61;Женский;75+;Среднее;Не женат (не замужем);78
40;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);23,3
53;Женский;50 - 74;Среднее;Женат (замужем);34,7
44;Мужской;75+;Среднее;Женат (замужем);80,1
44;Женский;25 - 49;Высшее, ученая степень;Не женат (не замужем);23,8
36;Мужской;25 - 49;Среднее специальное;Женат (замужем);15,2
64;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);12,1
43;Мужской;75+;Среднее специальное;Женат (замужем);80,7
35;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);26
64;Мужской;75+;Среднее специальное;Не женат (не замужем);64,1
39;Женский;25 - 49;Среднее;Не женат (не замужем);13,9
41;Мужской;25 - 49;Среднее;Не женат (не замужем);21,9
51;Женский;25 - 49;Высшее, ученая степень;Не женат (не замужем);16,8
59;Мужской;75+;Среднее;Не женат (не замужем);55,6
46;Мужской;25 - 49;Среднее;Не женат (не замужем);22,5
33;Женский;25 - 49;Среднее специальное;Женат (замужем);20,8
23;Женский;18 - 24;Незаконченное высшее;Женат (замужем);8,4
35;Мужской;18 - 24;Среднее;Не женат (не замужем);10,6
46;Мужской;75+;Среднее;Не женат (не замужем);54,3
72;Женский;18 - 24;Среднее;Не женат (не замужем);8,9
40;Мужской;25 - 49;Высшее, ученая степень;Не женат (не замужем);15,6
47;Мужской;50 - 74;Среднее;Женат (замужем);35,2
18;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);8,6
23;Женский;18 - 24;Незаконченное высшее;Не женат (не замужем);8,6
34;Женский;25 - 49;Среднее;Женат (замужем);15
30;Женский;50 - 74;Среднее;Не женат (не замужем);31,7
54;Женский;50 - 74;Неполное среднее;Женат (замужем);25
38;Женский;25 - 49;Среднее специальное;Не женат (не замужем);13,6
50;Женский;25 - 49;Высшее, ученая степень;Женат (замужем);20,6
50;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);25,7
39;Мужской;50 - 74;Среднее;Не женат (не замужем);30
41;Женский;75+;Среднее;Женат (замужем);64
29;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);14,3
70;Женский;18 - 24;Высшее, ученая степень;Женат (замужем);9,4
23;Женский;25 - 49;Незаконченное высшее;Женат (замужем);15,8
42;Мужской;75+;Среднее;Женат (замужем);38,2
28;Мужской;50 - 74;Среднее;Женат (замужем);29,7
63;Женский;50 - 74;Неполное среднее;Не женат (не замужем);35,4
45;Женский;25 - 49;Среднее;Не женат (не замужем);18,4
43;Женский;50 - 74;Среднее;Женат (замужем);28,3
65;Женский;75+;Неполное среднее;Женат (замужем);77,2
62;Мужской;75+;Неполное среднее;Женат (замужем);93,6
30;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);23,5
39;Мужской;50 - 74;Среднее;Женат (замужем);29,4
37;Женский;25 - 49;Среднее специальное;Женат (замужем);18,5
60;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);24,4
46;Женский;50 - 74;Неполное среднее;Женат (замужем);32,6
48;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);19,2
39;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);33,3
41;Женский;50 - 74;Среднее;Женат (замужем);33,3
73;Мужской;75+;Неполное среднее;Не женат (не замужем);40,5
44;Женский;50 - 74;Среднее специальное;Женат (замужем);33,8
29;Мужской;18 - 24;Среднее;Не женат (не замужем);9,6
69;Женский;18 - 24;Неполное среднее;Женат (замужем);6,9
42;Женский;25 - 49;Среднее;Не женат (не замужем);14,9
40;Женский;25 - 49;Среднее;Не женат (не замужем);19,3
45;Женский;75+;Среднее;Женат (замужем);65,5
40;Мужской;18 - 24;Среднее;Не женат (не замужем);11
61;Женский;18 - 24;Незаконченное высшее;Женат (замужем);8,5
74;Мужской;25 - 49;Среднее;Женат (замужем);16,4
34;Женский;50 - 74;Среднее специальное;Женат (замужем);29,7
26;Женский;25 - 49;Среднее специальное;Женат (замужем);23,2
46;Женский;25 - 49;Среднее;Не женат (не замужем);19,7
51;Женский;75+;Неполное среднее;Женат (замужем);73,3
62;Мужской;75+;Неполное среднее;Женат (замужем);42,1
40;Мужской;25 - 49;Неполное среднее;Женат (замужем);20,7
66;Женский;25 - 49;Неполное среднее;Женат (замужем);20,7
40;Мужской;75+;Среднее;Не женат (не замужем);67,7
63;Женский;25 - 49;Неполное среднее;Женат (замужем);12,6
56;Мужской;75+;Неполное среднее;Женат (замужем);48,8
32;Мужской;25 - 49;Неполное среднее;Женат (замужем);13
48;Женский;75+;Среднее;Не женат (не замужем);39,8
41;Мужской;50 - 74;Среднее;Не женат (не замужем);31,6
20;Женский;18 - 24;Среднее специальное;Женат (замужем);9,4
47;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);25
25;Женский;25 - 49;Среднее;Женат (замужем);15,5
30;Женский;18 - 24;Среднее;Женат (замужем);12,4
48;Женский;75+;Среднее специальное;Не женат (не замужем);51
23;Женский;18 - 24;Среднее;Женат (замужем);5,8
26;Мужской;50 - 74;Высшее, ученая степень;Не женат (не замужем);29,7
71;Женский;18 - 24;Среднее;Не женат (не замужем);6,4
34;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);16,4
67;Женский;25 - 49;Неполное среднее;Женат (замужем);16,7
45;Женский;50 - 74;Незаконченное высшее;Женат (замужем);26,2
24;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);9
19;Мужской;25 - 49;Среднее;Не женат (не замужем);12,1
56;Женский;50 - 74;Незаконченное высшее;Женат (замужем);27,9
37;Женский;75+;Незаконченное высшее;Не женат (не замужем);67,3
32;Мужской;25 - 49;Неполное среднее;Женат (замужем);15,2
21;Мужской;18 - 24;Среднее специальное;Женат (замужем);11,6
33;Мужской;18 - 24;Незаконченное высшее;Женат (замужем);9,5
67;Женский;75+;Неполное среднее;Не женат (не замужем);73,4
32;Женский;50 - 74;Среднее;Не женат (не замужем);35,4
48;Женский;75+;Неполное среднее;Не женат (не замужем);60,9
41;Мужской;50 - 74;Неполное среднее;Женат (замужем);30,8
39;Мужской;25 - 49;Среднее;Не женат (не замужем);22,2
56;Женский;25 - 49;Среднее;Женат (замужем);16,9
27;Женский;25 - 49;Среднее специальное;Не женат (не замужем);23,6
60;Мужской;50 - 74;Среднее;Женат (замужем);25,2
43;Женский;75+;Незаконченное высшее;Не женат (не замужем);74,6
61;Мужской;75+;Среднее специальное;Не женат (не замужем);94,6
29;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);20,7
41;Женский;75+;Среднее;Не женат (не замужем);42
39;Мужской;75+;Среднее;Не женат (не замужем);52,3
43;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);16,3
33;Женский;75+;Незаконченное высшее;Женат (замужем);45,9
40;Женский;75+;Среднее специальное;Не женат (не замужем);76,9
56;Женский;75+;Среднее специальное;Не женат (не замужем);41,8
27;Мужской;18 - 24;Неполное среднее;Женат (замужем);10,3
32;Мужской;18 - 24;Среднее специальное;Женат (замужем);11,7
47;Женский;75+;Среднее специальное;Не женат (не замужем);69
42;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);15,2
37;Женский;50 - 74;Неполное среднее;Женат (замужем);27,3
37;Женский;25 - 49;Среднее;Не женат (не замужем);17,5
40;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);21,3
33;Мужской;25 - 49;Неполное среднее;Женат (замужем);15,8
18;Мужской;18 - 24;Среднее;Не женат (не замужем);9,1
60;Женский;75+;Среднее;Женат (замужем);42,4
35;Женский;25 - 49;Незаконченное высшее;Женат (замужем);16,6
50;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);16,3
36;Женский;25 - 49;Среднее;Женат (замужем);19,1
63;Мужской;18 - 24;Среднее;Женат (замужем);4,9
39;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);34,8
27;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);12,4
24;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);28,4
39;Мужской;25 - 49;Неполное среднее;Женат (замужем);15,7
34;Женский;50 - 74;Среднее;Женат (замужем);26,3
27;Мужской;25 - 49;Среднее;Не женат (не замужем);22
44;Женский;25 - 49;Высшее, ученая степень;Женат (замужем);13,6
46;Женский;25 - 49;Незаконченное высшее;Женат (замужем);17,2
33;Мужской;25 - 49;Среднее;Женат (замужем);15,4
55;Женский;75+;Незаконченное высшее;Женат (замужем);58,3
35;Женский;75+;Высшее, ученая степень;Женат (замужем);63,2
51;Женский;50 - 74;Среднее специальное;Женат (замужем);35,6
32;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);37,5
35;Мужской;25 - 49;Среднее;Не женат (не замужем);14,5
42;Мужской;50 - 74;Неполное среднее;Женат (замужем);27,8
51;Женский;75+;Среднее;Женат (замужем);55,1
48;Мужской;25 - 49;Среднее;Не женат (не замужем);24,9
41;Женский;25 - 49;Среднее;Не женат (не замужем);24,4
24;Женский;18 - 24;Среднее специальное;Женат (замужем);11,8
34;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);13,2
69;Мужской;75+;Среднее;Не женат (не замужем);76,6
42;Женский;75+;Незаконченное высшее;Не женат (не замужем);42,4
44;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);15,3
50;Мужской;50 - 74;Высшее, ученая степень;Женат (замужем);34,7
36;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);28,6
29;Женский;18 - 24;Среднее;Женат (замужем);8,9
46;Женский;25 - 49;Среднее;Не женат (не замужем);15,4
53;Мужской;18 - 24;Неполное среднее;Женат (замужем);11,9
56;Мужской;50 - 74;Среднее специальное;Женат (замужем);33
41;Мужской;18 - 24;Неполное среднее;Женат (замужем);11,4
40;Женский;25 - 49;Среднее специальное;Не женат (не замужем);12,2
65;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);12,5
30;Женский;25 - 49;Среднее;Женат (замужем);17,1
50;Женский;75+;Незаконченное высшее;Не женат (не замужем);60,1
23;Мужской;18 - 24;Среднее;Не женат (не замужем);10,5
41;Женский;75+;Среднее специальное;Не женат (не замужем);62
26;Женский;25 - 49;Неполное среднее;Не женат (не замужем);13,9
29;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);12,7
46;Мужской;75+;Среднее;Не женат (не замужем);84,4
37;Мужской;25 - 49;Неполное среднее;Женат (замужем);19,6
50;Женский;50 - 74;Среднее специальное;Не женат (не замужем);29,7
29;Мужской;75+;Незаконченное высшее;Не женат (не замужем);46,9
43;Женский;25 - 49;Среднее;Не женат (не замужем);17,4
38;Женский;50 - 74;Среднее;Женат (замужем);35,1
45;Женский;75+;Среднее;Женат (замужем);38,4
36;Мужской;75+;Незаконченное высшее;Не женат (не замужем);71,3
32;Женский;25 - 49;Незаконченное высшее;Женат (замужем);19,1
38;Женский;18 - 24;Среднее специальное;Женат (замужем);7,5
52;Мужской;50 - 74;Неполное среднее;Женат (замужем);30,8
52;Женский;75+;Среднее специальное;Не женат (не замужем);75,5
37;Женский;50 - 74;Среднее специальное;Женат (замужем);28,4
53;Мужской;25 - 49;Высшее, ученая степень;Не женат (не замужем);21,4
49;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);26,9
29;Мужской;18 - 24;Среднее;Не женат (не замужем);9,1
65;Мужской;18 - 24;Среднее;Не женат (не замужем);5,3
55;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);29
32;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);18,9
19;Женский;18 - 24;Среднее;Женат (замужем);7,4
30;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);14,6
22;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);25
25;Мужской;18 - 24;Среднее;Женат (замужем);8
64;Женский;18 - 24;Среднее;Не женат (не замужем);5
26;Женский;18 - 24;Неполное среднее;Женат (замужем);11,7
31;Женский;50 - 74;Среднее;Женат (замужем);28,7
30;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);21
59;Женский;25 - 49;Среднее;Не женат (не замужем);12,3
32;Женский;50 - 74;Среднее специальное;Женат (замужем);35
54;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);35,4
20;Женский;18 - 24;Среднее специальное;Не женат (не замужем);10,1
61;Мужской;18 - 24;Среднее;Не женат (не замужем);6,6
54;Женский;25 - 49;Неполное среднее;Не женат (не замужем);14,3
34;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);13,1
43;Женский;18 - 24;Среднее;Женат (замужем);11,2
45;Женский;50 - 74;Среднее;Женат (замужем);25,2
27;Женский;18 - 24;Среднее;Не женат (не замужем);8,9
70;Мужской;75+;Незаконченное высшее;Женат (замужем);62
69;Женский;18 - 24;Среднее;Не женат (не замужем);6
59;Женский;75+;Среднее;Не женат (не замужем);50,8
54;Мужской;75+;Неполное среднее;Женат (замужем);73,8
48;Женский;25 - 49;Незаконченное высшее;Женат (замужем);17,6
24;Женский;18 - 24;Неполное среднее;Женат (замужем);9,3
44;Женский;50 - 74;Неполное среднее;Не женат (не замужем);27
49;Женский;18 - 24;Среднее специальное;Не женат (не замужем);10,2
45;Женский;25 - 49;Неполное среднее;Женат (замужем);17,8
45;Женский;18 - 24;Неполное среднее;Не женат (не замужем);9,9
44;Женский;25 - 49;Неполное среднее;Не женат (не замужем);14,3
22;Мужской;25 - 49;Среднее;Женат (замужем);13,7
25;Женский;25 - 49;Среднее;Женат (замужем);14,8
37;Женский;25 - 49;Среднее;Женат (замужем);17,5
65;Женский;75+;Среднее;Не женат (не замужем);70,8
40;Мужской;50 - 74;Среднее;Не женат (не замужем);29,8
36;Женский;25 - 49;Высшее, ученая степень;Женат (замужем);24,6
52;Женский;75+;Среднее специальное;Не женат (не замужем);69,7
55;Мужской;50 - 74;Среднее специальное;Женат (замужем);28
37;Женский;75+;Среднее;Не женат (не замужем);40,3
31;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);16,9
35;Мужской;25 - 49;Среднее;Женат (замужем);17,6
51;Женский;50 - 74;Среднее;Женат (замужем);29,9
26;Мужской;18 - 24;Среднее;Не женат (не замужем);10,4
51;Женский;50 - 74;Среднее;Не женат (не замужем);28,1
35;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);36,5
37;Женский;50 - 74;Среднее;Не женат (не замужем);27,4
49;Мужской;50 - 74;Среднее;Женат (замужем);28,2
27;Мужской;50 - 74;Среднее специальное;Женат (замужем);27,3
23;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);27
43;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);31,7
34;Женский;25 - 49;Незаконченное высшее;Женат (замужем);17,7
55;Женский;75+;Неполное среднее;Не женат (не замужем);41,4
27;Женский;25 - 49;Незаконченное высшее;Женат (замужем);21,7
22;Мужской;18 - 24;Неполное среднее;Женат (замужем);12,3
31;Женский;25 - 49;Среднее;Женат (замужем);13,3
32;Мужской;25 - 49;Среднее специальное;Женат (замужем);20
24;Женский;25 - 49;Незаконченное высшее;Женат (замужем);19,1
30;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);24,2
31;Мужской;18 - 24;Незаконченное высшее;Женат (замужем);10,5
40;Женский;18 - 24;Неполное среднее;Женат (замужем);11,6
45;Мужской;75+;Неполное среднее;Женат (замужем);43,8
29;Женский;50 - 74;Среднее;Женат (замужем);24,4
56;Женский;75+;Среднее специальное;Женат (замужем);37,8
27;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);10,7
24;Женский;25 - 49;Незаконченное высшее;Женат (замужем);19,5
40;Женский;50 - 74;Неполное среднее;Женат (замужем);28,3
45;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);18,8
45;Мужской;25 - 49;Среднее специальное;Женат (замужем);16,4
42;Женский;25 - 49;Среднее;Не женат (не замужем);16,9
