longdist;local;int_disc;billtype;pay;gender;marital;incomecat;agecat;churn
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;15-35;71+;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;15-35;31-45;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;15-35;31-45;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;15-35;31-45;Остается
21+;21-35;Нет;Бесплатный;CH;Женский;Одинокий;15-35;31-45;Уходит
21+;21-35;Нет;Бесплатный;CH;Женский;Одинокий;15-35;31-45;Уходит
21+;21-35;Нет;Бесплатный;CH;Женский;Одинокий;15-35;31-45;Уходит
21+;21-35;Да;Бюджетный;CH;Женский;Одинокий;36-50;<31;Уходит
21+;21-35;Да;Бюджетный;CH;Женский;Одинокий;36-50;<31;Уходит
21+;21-35;Да;Бюджетный;CH;Женский;Одинокий;36-50;<31;Уходит
21+;21-35;Нет;Бесплатный;Auto;Мужской;Одинокий;36-50;31-45;Остается
21+;21-35;Нет;Бесплатный;Auto;Мужской;Одинокий;36-50;31-45;Остается
21+;21-35;Нет;Бесплатный;Auto;Мужской;Одинокий;36-50;31-45;Остается
21+;21-35;Нет;Бюджетный;CH;Женский;Одинокий;36-50;71+;Уходит
21+;21-35;Нет;Бюджетный;CH;Женский;Одинокий;36-50;71+;Уходит
21+;21-35;Нет;Бюджетный;CH;Женский;Одинокий;36-50;71+;Уходит
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;36-50;31-45;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;36-50;31-45;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;36-50;31-45;Остается
21+;21-35;Да;Бюджетный;CC;Женский;Женат;51-65;<31;Остается
21+;21-35;Да;Бюджетный;CC;Женский;Женат;51-65;<31;Остается
21+;21-35;Да;Бесплатный;Auto;Мужской;Женат;51-65;<31;Остается
21+;21-35;Да;Бесплатный;Auto;Мужской;Женат;51-65;<31;Остается
21+;21-35;Да;Бесплатный;Auto;Мужской;Женат;51-65;<31;Остается
21+;21-35;Да;Бюджетный;CC;Женский;Женат;51-65;<31;Остается
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;51-65;31-45;Остается
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;51-65;31-45;Остается
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;51-65;31-45;Остается
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;51-65;46-58;Остается
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;51-65;46-58;Уходит
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;51-65;46-58;Остается
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;51-65;46-58;Остается
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;51-65;46-58;Уходит
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;51-65;46-58;Остается
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;51-65;46-58;Остается
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;51-65;46-58;Остается
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;51-65;46-58;Уходит
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;51-65;59-70;Уходит
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;51-65;59-70;Уходит
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;51-65;59-70;Уходит
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;66+;<31;Остается
21+;21-35;Да;Бюджетный;CH;Женский;Женат;66+;<31;Остается
21+;21-35;Да;Бюджетный;CH;Женский;Женат;66+;<31;Остается
21+;21-35;Да;Бюджетный;CH;Женский;Женат;66+;<31;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;66+;<31;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;66+;<31;Остается
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;66+;46-58;Уходит
21+;21-35;Да;Бюджетный;CH;Женский;Женат;66+;46-58;Уходит
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;66+;46-58;Остается
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;66+;46-58;Уходит
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;66+;46-58;Остается
21+;21-35;Нет;Бесплатный;CC;Мужской;Женат;66+;46-58;Остается
21+;21-35;Да;Бюджетный;CH;Женский;Женат;66+;46-58;Уходит
21+;21-35;Да;Бюджетный;CH;Женский;Женат;66+;46-58;Уходит
21+;21-35;Нет;Бюджетный;CC;Женский;Женат;66+;46-58;Уходит
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;66+;59-70;Уходит
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;66+;59-70;Уходит
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;66+;59-70;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;66+;59-70;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;66+;59-70;Остается
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;66+;59-70;Уходит
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;66+;59-70;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;66+;59-70;Остается
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;66+;59-70;Остается
21+;21-35;Да;Бюджетный;CH;Женский;Женат;66+;71+;Остается
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;66+;71+;Остается
21+;21-35;Да;Бюджетный;CH;Женский;Женат;66+;71+;Остается
21+;21-35;Да;Бюджетный;CH;Женский;Женат;66+;71+;Остается
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;66+;71+;Остается
21+;21-35;Нет;Бюджетный;CH;Мужской;Женат;66+;71+;Остается
21+;21-35;Нет;Бесплатный;Auto;Мужской;Женат;66+;71+;Остается
21+;21-35;Нет;Бюджетный;CH;Мужской;Женат;66+;71+;Остается
21+;21-35;Нет;Бюджетный;CH;Мужской;Женат;66+;71+;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;66+;31-45;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;66+;31-45;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Женат;66+;31-45;Остается
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;36-50;<31;Остается
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;36-50;<31;Остается
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;36-50;<31;Остается
21+;21-35;Нет;Бесплатный;CC;Женский;Одинокий;36-50;31-45;Остается
21+;21-35;Нет;Бесплатный;CC;Женский;Одинокий;36-50;31-45;Остается
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;36-50;31-45;Остается
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;36-50;31-45;Остается
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;36-50;31-45;Уходит
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;36-50;31-45;Уходит
21+;21-35;Нет;Бесплатный;CC;Женский;Одинокий;36-50;31-45;Остается
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;36-50;31-45;Остается
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;36-50;31-45;Уходит
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;36-50;46-58;Остается
21+;21-35;Да;Бесплатный;CH;Мужской;Одинокий;36-50;46-58;Остается
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;36-50;46-58;Остается
21+;21-35;Да;Бесплатный;CH;Мужской;Одинокий;36-50;46-58;Остается
21+;21-35;Нет;Бесплатный;Auto;Женский;Женат;36-50;46-58;Остается
21+;21-35;Нет;Бесплатный;Auto;Женский;Одинокий;36-50;46-58;Уходит
21+;21-35;Нет;Бесплатный;Auto;Женский;Одинокий;36-50;46-58;Уходит
21+;21-35;Нет;Бесплатный;Auto;Женский;Одинокий;36-50;46-58;Уходит
21+;21-35;Да;Бесплатный;CH;Мужской;Одинокий;36-50;46-58;Остается
21+;21-35;Да;Бюджетный;CC;Мужской;Одинокий;36-50;46-58;Уходит
21+;21-35;Да;Бюджетный;CC;Мужской;Одинокий;36-50;46-58;Уходит
21+;21-35;Да;Бюджетный;CC;Мужской;Одинокий;36-50;46-58;Уходит
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;36-50;71+;Остается
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;15-35;71+;Остается
21+;21-35;Нет;Бюджетный;Auto;Мужской;Женат;15-35;71+;Остается
21+;21-35;Нет;Бюджетный;Auto;Мужской;Женат;15-35;71+;Остается
21+;21-35;Да;Бесплатный;CC;Мужской;Женат;15-35;71+;Остается
21+;21-35;Нет;Бюджетный;Auto;Мужской;Женат;15-35;71+;Остается
21+;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;15-35;31-45;Остается
21+;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;15-35;31-45;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;31-45;Остается
21+;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;15-35;31-45;Остается
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;31-45;Остается
21+;21-35;Да;Бюджетный;CC;Женский;Женат;15-35;31-45;Уходит
21+;21-35;Да;Бюджетный;CC;Женский;Женат;15-35;31-45;Уходит
21+;21-35;Да;Бюджетный;CC;Женский;Женат;15-35;46-58;Уходит
21+;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;46-58;Остается
2--8;21-35;Нет;Бюджетный;Auto;Мужской;Женат;<15;<31;Остается
2--8;21-35;Нет;Бюджетный;Auto;Мужской;Женат;<15;<31;Остается
2--8;21-35;Нет;Бюджетный;Auto;Мужской;Женат;<15;<31;Остается
2--8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;<15;31-45;Остается
2--8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;<15;31-45;Остается
2--8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;<15;31-45;Остается
2--8;21-35;Нет;Бесплатный;CC;Женский;Одинокий;<15;46-58;Уходит
2--8;21-35;Нет;Бесплатный;CC;Женский;Одинокий;<15;46-58;Уходит
2--8;21-35;Нет;Бесплатный;CC;Женский;Одинокий;<15;46-58;Уходит
2--8;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;<15;59-70;Остается
2--8;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;<15;59-70;Остается
2--8;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;<15;59-70;Остается
2--8;21-35;Да;Бесплатный;CC;Мужской;Одинокий;<15;71+;Остается
2--8;21-35;Да;Бесплатный;CC;Мужской;Одинокий;<15;71+;Остается
2--8;21-35;Да;Бесплатный;CC;Мужской;Одинокий;<15;71+;Остается
2--8;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;<31;Уходит
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;<31;Уходит
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;<31;Уходит
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;15-35;31-45;Остается
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;15-35;31-45;Остается
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;15-35;31-45;Остается
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;15-35;31-45;Остается
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;15-35;31-45;Остается
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;15-35;31-45;Остается
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;46-58;Остается
15-20;21-35;Нет;Бюджетный;CH;Мужской;Женат;15-35;46-58;Остается
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;46-58;Остается
15-20;21-35;Нет;Бюджетный;CH;Мужской;Женат;15-35;46-58;Остается
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;15-35;46-58;Остается
15-20;21-35;Нет;Бюджетный;CH;Мужской;Женат;15-35;46-58;Остается
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;15-35;59-70;Уходит
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;15-35;59-70;Уходит
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;15-35;59-70;Уходит
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Женат;15-35;71+;Остается
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Женат;15-35;71+;Остается
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Женат;15-35;71+;Остается
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;15-35;31-45;Уходит
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;15-35;31-45;Уходит
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;15-35;46-58;Уходит
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;36-50;<31;Уходит
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;36-50;<31;Уходит
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;36-50;<31;Уходит
15-20;21-35;Нет;Бюджетный;Auto;Женский;Женат;36-50;<31;Уходит
15-20;21-35;Нет;Бюджетный;Auto;Женский;Женат;36-50;<31;Уходит
15-20;21-35;Нет;Бюджетный;Auto;Женский;Женат;36-50;<31;Уходит
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;36-50;46-58;Уходит
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;36-50;46-58;Уходит
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;36-50;46-58;Уходит
15-20;21-35;Нет;Бюджетный;CH;Женский;Женат;36-50;59-70;Уходит
15-20;21-35;Нет;Бюджетный;CH;Женский;Женат;36-50;59-70;Уходит
15-20;21-35;Нет;Бюджетный;CH;Женский;Женат;36-50;59-70;Уходит
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;36-50;71+;Остается
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;36-50;71+;Остается
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;36-50;71+;Остается
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;36-50;31-45;Остается
15-20;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;36-50;31-45;Остается
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;36-50;31-45;Остается
15-20;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;36-50;31-45;Остается
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;36-50;31-45;Остается
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;36-50;31-45;Остается
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;36-50;31-45;Остается
15-20;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;36-50;46-58;Остается
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;36-50;46-58;Остается
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;51-65;46-58;Уходит
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;51-65;46-58;Уходит
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;51-65;46-58;Уходит
9--14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;66+;<31;Остается
9--14;21-35;Нет;Бесплатный;CC;Женский;Женат;66+;<31;Остается
9--14;21-35;Нет;Бесплатный;CC;Женский;Женат;66+;<31;Остается
9--14;21-35;Нет;Бесплатный;CC;Женский;Женат;66+;<31;Остается
9--14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;66+;<31;Остается
9--14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;66+;<31;Остается
9--14;21-35;Нет;Бюджетный;CH;Мужской;Женат;66+;31-45;Остается
9--14;21-35;Нет;Бюджетный;CH;Мужской;Женат;66+;31-45;Остается
9--14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;66+;31-45;Остается
9--14;21-35;Нет;Бюджетный;CH;Мужской;Женат;66+;31-45;Остается
9--14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;66+;31-45;Остается
9--14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;66+;31-45;Остается
9--14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;66+;31-45;Остается
9--14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;66+;31-45;Остается
9--14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;66+;31-45;Остается
9--14;21-35;Да;Бесплатный;Auto;Женский;Женат;66+;59-70;Уходит
9--14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;66+;59-70;Остается
9--14;21-35;Да;Бесплатный;Auto;Женский;Женат;66+;59-70;Уходит
9--14;21-35;Да;Бесплатный;Auto;Женский;Женат;66+;59-70;Уходит
9--14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;66+;59-70;Остается
9--14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;66+;59-70;Остается
9--14;21-35;Нет;Бесплатный;CC;Женский;Женат;66+;71+;Остается
9--14;21-35;Нет;Бесплатный;CC;Женский;Женат;66+;71+;Остается
9--14;21-35;Нет;Бесплатный;CC;Женский;Женат;66+;71+;Остается
9--14;21-35;Нет;Бесплатный;CH;Женский;Одинокий;66+;31-45;Уходит
9--14;21-35;Нет;Бесплатный;CC;Мужской;Женат;66+;31-45;Остается
9--14;21-35;Да;Бюджетный;CC;Мужской;Женат;66+;31-45;Остается
9--14;21-35;Нет;Бесплатный;CH;Женский;Одинокий;66+;31-45;Уходит
9--14;21-35;Нет;Бесплатный;CC;Мужской;Женат;66+;31-45;Остается
9--14;21-35;Нет;Бесплатный;CH;Женский;Одинокий;66+;31-45;Уходит
9--14;21-35;Да;Бесплатный;CH;Женский;Женат;66+;31-45;Уходит
9--14;21-35;Да;Бесплатный;CH;Женский;Женат;66+;31-45;Уходит
9--14;21-35;Да;Бюджетный;CC;Мужской;Женат;66+;31-45;Остается
9--14;21-35;Нет;Бесплатный;CC;Мужской;Женат;66+;46-58;Остается
9--14;21-35;Да;Бесплатный;CH;Женский;Женат;66+;46-58;Уходит
9--14;21-35;Да;Бюджетный;CC;Мужской;Женат;36-50;46-58;Остается
9--14;21-35;Да;Бюджетный;CC;Мужской;Женат;36-50;<31;Остается
9--14;21-35;Да;Бюджетный;CC;Мужской;Женат;36-50;<31;Остается
9--14;21-35;Да;Бюджетный;CC;Мужской;Женат;36-50;<31;Остается
9--14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;36-50;31-45;Остается
9--14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;36-50;31-45;Остается
9--14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;36-50;31-45;Остается
9--14;21-35;Нет;Бюджетный;Auto;Женский;Одинокий;15-35;71+;Уходит
9--14;21-35;Нет;Бюджетный;Auto;Женский;Одинокий;15-35;71+;Уходит
9--14;21-35;Нет;Бюджетный;Auto;Женский;Одинокий;15-35;71+;Уходит
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;15-35;31-45;Остается
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;15-35;31-45;Остается
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;15-35;31-45;Остается
21+;21-35;Нет;Бесплатный;CH;Мужской;Женат;15-35;31-45;Остается
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;15-35;31-45;Остается
21+;21-35;Да;Бесплатный;Auto;Женский;Одинокий;15-35;46-58;Остается
<2;36-55;Нет;Бесплатный;CC;Мужской;Женат;<15;46-58;Остается
<2;36-55;Нет;Бесплатный;CC;Мужской;Женат;<15;46-58;Остается
<2;36-55;Нет;Бесплатный;CC;Мужской;Женат;<15;46-58;Остается
<2;36-55;Нет;Бесплатный;CC;Женский;Женат;<15;59-70;Уходит
<2;36-55;Нет;Бесплатный;CC;Женский;Женат;<15;59-70;Уходит
<2;36-55;Нет;Бесплатный;CC;Женский;Женат;<15;59-70;Уходит
<2;36-55;Нет;Бесплатный;CC;Женский;Одинокий;15-35;31-45;Уходит
<2;36-55;Нет;Бесплатный;CC;Женский;Одинокий;15-35;31-45;Уходит
<2;36-55;Нет;Бесплатный;CC;Женский;Одинокий;15-35;31-45;Уходит
<2;36-55;Да;Бесплатный;CC;Мужской;Женат;15-35;31-45;Остается
<2;36-55;Да;Бесплатный;CC;Мужской;Женат;15-35;31-45;Остается
<2;36-55;Да;Бесплатный;CC;Мужской;Женат;15-35;46-58;Остается
<2;36-55;Нет;Бюджетный;CC;Женский;Женат;36-50;<31;Уходит
<2;36-55;Нет;Бюджетный;CC;Женский;Женат;36-50;<31;Уходит
<2;36-55;Нет;Бюджетный;CC;Женский;Женат;36-50;<31;Уходит
<2;36-55;Да;Бюджетный;CC;Женский;Женат;36-50;46-58;Уходит
<2;36-55;Да;Бюджетный;CC;Женский;Женат;36-50;46-58;Уходит
<2;36-55;Да;Бюджетный;CC;Женский;Женат;36-50;46-58;Уходит
<2;36-55;Нет;Бесплатный;CC;Мужской;Одинокий;36-50;71+;Остается
<2;36-55;Нет;Бесплатный;CC;Мужской;Одинокий;36-50;71+;Остается
<2;36-55;Нет;Бесплатный;CC;Мужской;Одинокий;36-50;71+;Остается
<2;36-55;Да;Бюджетный;CC;Мужской;Одинокий;51-65;46-58;Остается
<2;36-55;Да;Бюджетный;CC;Мужской;Одинокий;51-65;46-58;Остается
<2;36-55;Да;Бюджетный;CC;Мужской;Одинокий;51-65;46-58;Остается
<2;36-55;Нет;Бюджетный;CC;Женский;Одинокий;36-50;31-45;Уходит
<2;36-55;Нет;Бюджетный;CC;Женский;Одинокий;36-50;31-45;Уходит
<2;36-55;Нет;Бюджетный;CC;Женский;Одинокий;36-50;31-45;Уходит
<2;36-55;Да;Бесплатный;CC;Мужской;Одинокий;36-50;59-70;Остается
<2;36-55;Да;Бесплатный;CC;Мужской;Одинокий;36-50;59-70;Остается
<2;36-55;Да;Бесплатный;CC;Мужской;Одинокий;36-50;59-70;Остается
2--8;36-55;Да;Бюджетный;CC;Женский;Женат;<15;<31;Остается
2--8;36-55;Да;Бюджетный;CC;Женский;Женат;<15;<31;Остается
2--8;36-55;Да;Бюджетный;CC;Женский;Женат;<15;<31;Остается
2--8;36-55;Да;Бюджетный;CC;Мужской;Женат;<15;31-45;Остается
2--8;36-55;Да;Бюджетный;CC;Мужской;Женат;<15;31-45;Остается
2--8;36-55;Да;Бюджетный;CC;Мужской;Женат;<15;31-45;Остается
2--8;36-55;Да;Бесплатный;CH;Мужской;Женат;<15;59-70;Остается
2--8;36-55;Да;Бесплатный;CH;Мужской;Женат;<15;59-70;Остается
2--8;36-55;Да;Бесплатный;CC;Женский;Женат;<15;59-70;Уходит
2--8;36-55;Да;Бесплатный;CH;Мужской;Женат;<15;59-70;Остается
2--8;36-55;Да;Бесплатный;CC;Женский;Женат;<15;59-70;Уходит
2--8;36-55;Да;Бесплатный;CC;Женский;Женат;<15;59-70;Уходит
2--8;36-55;Да;Бесплатный;CC;Женский;Женат;<15;31-45;Уходит
2--8;36-55;Да;Бесплатный;CC;Женский;Женат;<15;31-45;Уходит
2--8;36-55;Нет;Бюджетный;CC;Женский;Женат;<15;31-45;Уходит
2--8;36-55;Да;Бюджетный;CH;Мужской;Одинокий;<15;31-45;Остается
2--8;36-55;Нет;Бюджетный;CC;Женский;Женат;<15;31-45;Уходит
2--8;36-55;Да;Бюджетный;CH;Мужской;Одинокий;<15;31-45;Остается
2--8;36-55;Нет;Бюджетный;CC;Женский;Женат;<15;31-45;Уходит
2--8;36-55;Да;Бюджетный;CH;Мужской;Одинокий;<15;31-45;Остается
2--8;36-55;Да;Бесплатный;CC;Женский;Женат;<15;31-45;Уходит
2--8;36-55;Нет;Бюджетный;CC;Мужской;Женат;15-35;31-45;Остается
2--8;36-55;Нет;Бюджетный;CC;Мужской;Женат;15-35;31-45;Остается
2--8;36-55;Нет;Бюджетный;CC;Мужской;Женат;15-35;31-45;Остается
2--8;36-55;Нет;Бесплатный;Auto;Женский;Женат;15-35;46-58;Уходит
2--8;36-55;Нет;Бесплатный;Auto;Женский;Женат;15-35;46-58;Уходит
2--8;36-55;Да;Бесплатный;CC;Мужской;Одинокий;15-35;46-58;Остается
2--8;36-55;Нет;Бесплатный;Auto;Женский;Женат;15-35;46-58;Уходит
2--8;36-55;Да;Бесплатный;CC;Мужской;Одинокий;15-35;46-58;Остается
2--8;36-55;Да;Бесплатный;CC;Мужской;Одинокий;15-35;46-58;Остается
2--8;36-55;Нет;Бюджетный;CH;Женский;Женат;15-35;59-70;Уходит
2--8;36-55;Нет;Бюджетный;CH;Женский;Женат;15-35;59-70;Уходит
2--8;36-55;Нет;Бюджетный;CH;Женский;Женат;15-35;59-70;Уходит
2--8;36-55;Нет;Бюджетный;Auto;Женский;Женат;15-35;59-70;Остается
2--8;36-55;Нет;Бюджетный;Auto;Женский;Женат;15-35;59-70;Остается
2--8;36-55;Нет;Бюджетный;Auto;Женский;Женат;15-35;59-70;Остается
2--8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;15-35;71+;Остается
2--8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;15-35;71+;Остается
2--8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;15-35;71+;Остается
2--8;36-55;Да;Бюджетный;CC;Женский;Одинокий;36-50;<31;Уходит
2--8;36-55;Да;Бюджетный;CC;Женский;Одинокий;36-50;<31;Уходит
2--8;36-55;Да;Бюджетный;CC;Женский;Одинокий;36-50;<31;Уходит
2--8;36-55;Нет;Бюджетный;CH;Мужской;Женат;36-50;31-45;Остается
2--8;36-55;Нет;Бюджетный;CH;Мужской;Женат;36-50;31-45;Остается
2--8;36-55;Нет;Бюджетный;CH;Мужской;Женат;36-50;31-45;Остается
2--8;36-55;Нет;Бесплатный;CC;Женский;Женат;36-50;46-58;Уходит
2--8;36-55;Нет;Бесплатный;CC;Женский;Женат;36-50;46-58;Уходит
2--8;36-55;Нет;Бесплатный;CC;Женский;Женат;36-50;46-58;Уходит
2--8;36-55;Нет;Бесплатный;Auto;Мужской;Женат;36-50;59-70;Остается
2--8;36-55;Нет;Бесплатный;Auto;Мужской;Женат;36-50;59-70;Остается
2--8;36-55;Нет;Бесплатный;Auto;Мужской;Женат;36-50;59-70;Остается
2--8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;36-50;71+;Уходит
2--8;36-55;Нет;Бесплатный;CH;Женский;Женат;36-50;71+;Остается
2--8;36-55;Нет;Бесплатный;CH;Женский;Женат;36-50;71+;Остается
2--8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;36-50;71+;Уходит
2--8;36-55;Нет;Бесплатный;CH;Женский;Женат;36-50;71+;Остается
2--8;36-55;Нет;Бюджетный;Auto;Женский;Одинокий;36-50;71+;Уходит
2--8;36-55;Нет;Бюджетный;CH;Женский;Женат;36-50;31-45;Уходит
2--8;36-55;Нет;Бесплатный;CC;Мужской;Женат;36-50;31-45;Остается
2--8;36-55;Нет;Бюджетный;CH;Женский;Женат;36-50;31-45;Уходит
2--8;36-55;Нет;Бесплатный;CC;Мужской;Женат;36-50;31-45;Остается
2--8;36-55;Нет;Бюджетный;CH;Женский;Женат;36-50;31-45;Уходит
2--8;36-55;Нет;Бесплатный;CC;Мужской;Женат;36-50;31-45;Остается
2--8;36-55;Да;Бесплатный;Auto;Мужской;Женат;51-65;<31;Остается
2--8;36-55;Да;Бесплатный;Auto;Мужской;Женат;51-65;<31;Остается
2--8;36-55;Да;Бесплатный;Auto;Мужской;Женат;51-65;<31;Остается
