Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel
ZZ42291,California,40235.9731,No,Extended,Master,13.01.2011,Employed,F,77143,Rural,Married,125,5,49,3,2,Personal Auto,Agent
EI57866,Arizona,2584.824329,No,Basic,Master,23.02.2011,Employed,M,60942,Urban,Married,64,11,56,0,1,Special Auto,Call Center
KL39986,Arizona,19278.81715,No,Basic,High School or Below,01.05.2011,Unemployed,F,0,Suburban,Single,61,12,77,0,2,Personal Auto,Branch
PL18921,Oregon,11981.98481,Yes,Basic,Master,20.01.2011,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Agent
SR71068,Washington,3933.813993,Yes,Basic,High School or Below,23.01.2011,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Web
JM47657,Oregon,2491.257604,Yes,Basic,High School or Below,02.12.2011,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Agent
JZ54775,Arizona,7431.664369,No,Extended,Bachelor,15.01.2011,Employed,F,27688,Suburban,Married,92,8,86,0,9,Personal Auto,Agent
LO57469,Oregon,7865.182898,No,Extended,High School or Below,23.01.2011,Employed,F,75490,Rural,Married,97,33,20,0,7,Corporate Auto,Agent
DA99797,Oregon,15978.91049,No,Extended,Bachelor,15.01.2011,Employed,F,33871,Suburban,Single,136,2,23,0,2,Personal Auto,Call Center
WA63124,Nevada,2113.85703,No,Basic,College,25.02.2011,Unemployed,F,0,Suburban,Single,65,27,37,2,1,Personal Auto,Call Center
YV97407,California,8661.735884,No,Basic,College,19.01.2011,Employed,M,85470,Suburban,Single,109,23,31,0,6,Personal Auto,Agent
UQ71296,Washington,5625.307768,No,Basic,College,28.02.2011,Employed,M,97095,Urban,Married,70,4,8,0,5,Personal Auto,Branch
LY14687,Washington,4592.150374,No,Basic,College,13.02.2011,Employed,F,73604,Rural,Married,114,15,89,0,1,Personal Auto,Agent
AM32820,California,3709.919724,No,Basic,Bachelor,29.01.2011,Unemployed,M,0,Suburban,Single,112,13,33,0,1,Personal Auto,Agent
ZP47993,California,8208.929715,No,Premium,Bachelor,01.11.2011,Employed,F,40646,Suburban,Married,103,22,6,0,8,Personal Auto,Web
WN13366,Arizona,5595.389905,Yes,Basic,High School or Below,02.05.2011,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Call Center
MK87221,Arizona,3413.62256,No,Extended,High School or Below,02.12.2011,Medical Leave,F,18168,Suburban,Married,87,25,50,0,1,Personal Auto,Agent
BC77846,Nevada,6325.030596,No,Extended,High School or Below,28.02.2011,Unemployed,M,0,Suburban,Married,89,4,86,0,7,Personal Auto,Agent
YL27602,Oregon,6393.874612,No,Basic,Master,27.01.2011,Unemployed,M,0,Suburban,Single,66,4,6,2,2,Personal Auto,Agent
QS70017,Arizona,8738.401013,No,Premium,Bachelor,26.01.2011,Employed,M,43597,Suburban,Married,110,20,24,0,6,Personal Auto,Agent
PZ80067,Oregon,4836.394361,No,Premium,High School or Below,25.02.2011,Unemployed,M,0,Suburban,Divorced,140,15,87,0,1,Personal Auto,Branch
FV62588,Oregon,24967.75842,No,Basic,High School or Below,15.02.2011,Employed,M,66825,Rural,Married,69,11,47,0,2,Personal Auto,Agent
IN56924,California,5409.955926,No,Basic,High School or Below,26.02.2011,Unemployed,F,0,Suburban,Single,62,1,9,5,2,Personal Auto,Agent
IX67925,California,2344.233188,No,Basic,Bachelor,16.02.2011,Unemployed,M,0,Suburban,Single,74,13,42,1,1,Personal Auto,Branch
IS58553,Oregon,15173.96841,No,Extended,High School or Below,26.02.2011,Employed,F,22448,Suburban,Married,126,20,32,0,2,Personal Auto,Branch
AB78984,Oregon,11124.20636,No,Extended,College,17.01.2011,Employed,M,42596,Rural,Single,96,8,82,0,2,Personal Auto,Web
WN13947,Oregon,4863.266809,No,Basic,Bachelor,20.01.2011,Unemployed,M,0,Suburban,Single,70,3,35,0,5,Corporate Auto,Agent
VA91846,Arizona,5577.54128,No,Basic,College,01.09.2011,Employed,M,97868,Urban,Married,70,5,22,1,3,Special Auto,Branch
KM58067,California,4526.94696,No,Basic,High School or Below,02.09.2011,Employed,F,92921,Rural,Married,112,35,49,0,1,Personal Auto,Call Center
EL42453,Washington,2519.569496,No,Basic,Bachelor,01.10.2011,Employed,M,41372,Suburban,Married,64,21,32,0,1,Personal Auto,Branch
TP10619,California,4892.422239,No,Basic,High School or Below,27.01.2011,Medical Leave,F,26660,Suburban,Married,63,23,40,0,8,Personal Auto,Agent
AH41065,Washington,18943.26899,No,Extended,High School or Below,27.01.2011,Employed,M,58851,Suburban,Married,79,11,33,1,2,Personal Auto,Web
SS63511,California,8564.768226,Yes,Basic,High School or Below,17.02.2011,Employed,M,95697,Rural,Married,107,29,29,0,9,Corporate Auto,Agent
NE21279,California,4419.539523,No,Basic,Master,28.01.2011,Unemployed,F,0,Suburban,Married,112,16,12,0,1,Personal Auto,Agent
TN71995,Arizona,5637.740051,No,Extended,Bachelor,26.02.2011,Unemployed,M,0,Suburban,Divorced,84,4,52,1,4,Personal Auto,Agent
OM13505,Washington,5047.483378,No,Basic,Bachelor,14.01.2011,Employed,M,81741,Urban,Single,64,10,94,0,8,Corporate Auto,Agent
KI83797,Oregon,4913.118904,No,Basic,College,02.06.2011,Employed,F,48295,Urban,Single,63,25,96,0,8,Personal Auto,Branch
SH60585,Nevada,5799.063709,No,Basic,High School or Below,29.01.2011,Employed,F,65538,Urban,Married,72,24,86,0,3,Personal Auto,Web
GU33167,Oregon,5568.984683,No,Basic,College,15.01.2011,Employed,M,53997,Suburban,Married,69,26,3,0,3,Personal Auto,Branch
BX20846,Oregon,3861.486269,Yes,Extended,College,01.06.2011,Employed,F,93272,Urban,Married,95,3,54,0,1,Personal Auto,Branch
VK69632,California,2912.913958,No,Basic,Bachelor,02.05.2011,Employed,F,68899,Rural,Single,74,6,60,0,1,Personal Auto,Branch
RU72450,California,6980.325287,No,Basic,Bachelor,25.01.2011,Unemployed,M,0,Suburban,Single,67,20,14,0,2,Corporate Auto,Branch
KN15789,Nevada,6769.324811,No,Extended,High School or Below,01.04.2011,Unemployed,F,0,Suburban,Single,97,31,43,0,7,Personal Auto,Agent
GG29821,Oregon,8193.555045,No,Basic,Bachelor,20.02.2011,Employed,M,54950,Urban,Married,103,25,75,0,7,Corporate Auto,Web
RN98239,California,7519.133631,Yes,Extended,High School or Below,20.02.2011,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Agent
NE83217,Nevada,3746.03079,No,Extended,Bachelor,26.01.2011,Employed,F,70342,Suburban,Single,96,3,99,1,1,Personal Auto,Web
YU72630,Arizona,2592.437797,Yes,Basic,High School or Below,01.02.2011,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Call Center
EZ80325,California,4548.291613,No,Extended,Bachelor,02.06.2011,Unemployed,F,0,Suburban,Married,132,5,88,3,1,Personal Auto,Branch
CE41738,Oregon,2885.002508,No,Basic,College,21.01.2011,Employed,F,77748,Rural,Married,72,1,51,0,1,Personal Auto,Branch
HF15113,Oregon,4883.551402,No,Basic,Bachelor,01.02.2011,Disabled,F,19096,Suburban,Divorced,64,17,5,0,3,Personal Auto,Web
WZ83320,Arizona,9061.057741,No,Premium,Master,18.02.2011,Employed,F,73876,Urban,Married,112,19,71,0,8,Personal Auto,Web
XX31571,Washington,16728.34386,No,Extended,High School or Below,15.01.2011,Unemployed,M,0,Suburban,Single,237,1,29,0,5,Personal Auto,Agent
US90854,Oregon,11177.7521,No,Basic,Bachelor,16.01.2011,Employed,M,20742,Urban,Single,100,17,52,0,2,Personal Auto,Web
FX55357,Arizona,4364.311891,No,Basic,College,18.01.2011,Employed,M,44804,Suburban,Single,114,15,13,0,1,Corporate Auto,Branch
LR32149,Arizona,22940.38215,No,Basic,Bachelor,01.01.2011,Employed,F,52993,Urban,Married,64,16,86,0,2,Personal Auto,Call Center
UK66803,Oregon,4926.282836,No,Basic,Bachelor,01.09.2011,Employed,F,49185,Rural,Married,61,11,92,0,8,Corporate Auto,Branch
VO87159,Oregon,23086.36478,No,Basic,High School or Below,02.01.2011,Employed,F,69240,Urban,Single,194,16,29,0,2,Personal Auto,Branch
QK23524,Oregon,5149.301306,No,Extended,Bachelor,22.01.2011,Employed,F,26877,Suburban,Married,131,5,2,0,1,Personal Auto,Agent
ZQ37164,Arizona,8016.747629,No,Basic,Bachelor,29.01.2011,Employed,F,82828,Urban,Married,67,14,36,1,2,Personal Auto,Agent
FG47217,California,2538.857089,No,Basic,Bachelor,02.11.2011,Employed,M,99824,Suburban,Married,63,1,56,0,1,Special Auto,Agent
FQ46354,California,10498.92645,No,Extended,Bachelor,02.04.2011,Employed,M,30352,Rural,Married,89,21,13,0,2,Personal Auto,Web
AG56998,Oregon,2448.646138,No,Basic,College,02.08.2011,Unemployed,M,0,Suburban,Married,69,7,68,0,1,Corporate Auto,Branch
KG23128,Oregon,6057.07208,Yes,Extended,Bachelor,14.02.2011,Retired,M,27681,Suburban,Married,83,13,62,0,9,Personal Auto,Agent
NX34811,Nevada,8295.837442,No,Premium,Bachelor,02.10.2011,Employed,F,85478,Rural,Married,103,29,15,0,6,Personal Auto,Call Center
PY79729,Oregon,2786.661219,No,Basic,High School or Below,01.03.2011,Employed,F,94310,Suburban,Divorced,70,1,76,4,1,Corporate Auto,Agent
VJ64329,Oregon,25464.82059,Yes,Extended,College,02.01.2011,Retired,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Branch
CO71312,Arizona,11469.62991,No,Premium,High School or Below,01.06.2011,Disabled,F,10384,Suburban,Married,151,5,72,0,5,Personal Auto,Agent
VG83453,California,3557.368368,No,Extended,Doctor,21.02.2011,Disabled,M,17272,Suburban,Married,93,30,58,0,1,Personal Auto,Call Center
JD78271,Nevada,8317.302513,No,Basic,College,18.01.2011,Employed,F,64367,Rural,Married,104,2,14,0,9,Personal Auto,Call Center
XM69101,Oregon,7601.951104,No,Extended,Bachelor,29.01.2011,Employed,M,47519,Urban,Married,96,21,2,0,4,Personal Auto,Branch
HK30754,Arizona,9426.971158,No,Extended,College,16.01.2011,Medical Leave,M,26263,Suburban,Divorced,85,11,31,0,2,Special Auto,Agent
WJ47053,Oregon,6418.849149,No,Basic,Bachelor,17.01.2011,Unemployed,M,0,Suburban,Single,63,30,34,0,2,Personal Auto,Call Center
HX36471,California,6788.084852,No,Extended,High School or Below,13.01.2011,Unemployed,F,0,Suburban,Single,93,2,70,0,9,Personal Auto,Branch
HS66275,California,3358.660979,No,Extended,High School or Below,18.02.2011,Employed,F,77309,Suburban,Married,83,22,6,0,1,Personal Auto,Agent
MB75636,Oregon,2439.930981,No,Basic,College,01.10.2011,Employed,F,50876,Urban,Married,61,13,60,0,1,Personal Auto,Agent
KB35786,Oregon,4505.85011,No,Basic,Bachelor,02.03.2011,Medical Leave,M,20284,Suburban,Single,65,14,84,1,3,Personal Auto,Agent
LX42787,California,2309.596399,No,Basic,College,01.03.2011,Retired,M,22567,Suburban,Single,69,6,12,0,1,Personal Auto,Branch
SS34897,California,2541.523959,No,Basic,Bachelor,27.01.2011,Employed,M,63546,Rural,Married,64,1,53,0,1,Personal Auto,Call Center
ZQ92997,Nevada,6414.081362,No,Extended,High School or Below,22.01.2011,Unemployed,M,0,Suburban,Single,89,0,12,0,5,Personal Auto,Call Center
OB66874,Oregon,2585.206268,No,Basic,College,01.12.2011,Employed,F,28137,Suburban,Married,65,23,2,0,1,Personal Auto,Web
LE74625,California,2961.31408,No,Extended,Master,28.02.2011,Medical Leave,M,22608,Suburban,Married,77,5,10,0,1,Personal Auto,Agent
QN60028,California,2759.978287,Yes,Basic,Bachelor,01.03.2011,Employed,M,92296,Suburban,Married,69,4,65,0,1,Corporate Auto,Agent
GV19121,Oregon,3341.6835,No,Basic,College,02.10.2011,Unemployed,M,0,Suburban,Single,69,9,72,5,3,Personal Auto,Branch
PS43764,Washington,5169.49937,Yes,Basic,High School or Below,26.02.2011,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Special Auto,Call Center
YW60802,Oregon,4117.37239,No,Basic,High School or Below,02.11.2011,Unemployed,F,0,Suburban,Single,116,19,99,0,1,Personal Auto,Web
UI80897,Washington,5552.596353,No,Basic,High School or Below,27.02.2011,Employed,M,50470,Suburban,Divorced,71,1,87,0,8,Corporate Auto,Call Center
VV35420,Arizona,7285.030983,No,Basic,High School or Below,28.02.2011,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Agent
RW61528,Nevada,13916.93446,No,Premium,College,01.02.2011,Employed,F,52423,Suburban,Single,119,2,80,1,2,Corporate Auto,Web
LT60268,Nevada,11044.42715,No,Extended,College,01.04.2011,Employed,F,29696,Urban,Single,139,17,41,0,3,Personal Auto,Call Center
VA77345,Oregon,3531.039178,No,Extended,College,25.02.2011,Employed,F,26884,Urban,Married,89,11,84,0,1,Special Auto,Call Center
WG15595,California,2759.618207,No,Basic,College,01.09.2011,Employed,M,64388,Suburban,Married,69,12,51,0,1,Personal Auto,Agent
FZ45665,Oregon,6500.409697,No,Basic,Bachelor,01.03.2011,Unemployed,F,0,Suburban,Single,61,13,37,0,2,Personal Auto,Agent
MM90239,Oregon,6369.262355,No,Extended,High School or Below,20.01.2011,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Branch
UG18431,Arizona,13083.48622,No,Basic,Bachelor,02.09.2011,Employed,M,73060,Suburban,Married,108,9,78,0,2,Special Auto,Call Center
BE78308,Oregon,2150.906016,No,Basic,Bachelor,29.01.2011,Unemployed,M,0,Suburban,Single,63,8,83,0,1,Personal Auto,Branch
EM29019,Arizona,8447.888167,No,Basic,Bachelor,18.02.2011,Employed,F,61337,Rural,Married,105,35,46,0,9,Personal Auto,Call Center
SK37917,Nevada,5075.420953,No,Basic,College,01.11.2011,Unemployed,M,0,Suburban,Single,73,28,8,0,3,Corporate Auto,Agent
DD68171,Arizona,3527.851585,No,Extended,Bachelor,02.08.2011,Employed,F,59496,Rural,Married,88,22,64,0,1,Personal Auto,Agent
NF20746,Oregon,13061.51639,No,Basic,Bachelor,18.01.2011,Unemployed,F,0,Suburban,Single,180,4,45,0,6,Personal Auto,Agent
PY48656,Arizona,6259.510365,No,Extended,Master,31.01.2011,Employed,F,37813,Rural,Married,78,4,26,1,5,Corporate Auto,Agent
AO42003,Oregon,16681.32634,No,Basic,College,24.01.2011,Employed,F,55907,Suburban,Married,104,23,64,0,2,Corporate Auto,Agent
DK41858,Arizona,5791.610721,No,Basic,College,02.05.2011,Employed,F,80480,Urban,Married,72,6,55,0,7,Personal Auto,Agent
TY20016,Oregon,7980.488637,No,Basic,Bachelor,20.01.2011,Employed,M,72734,Urban,Married,66,7,96,0,2,Personal Auto,Web
OH76118,Washington,2767.499996,No,Basic,High School or Below,27.01.2011,Unemployed,F,0,Rural,Married,72,27,60,0,1,Personal Auto,Web
IZ79227,Arizona,2975.256549,No,Extended,Bachelor,01.06.2011,Employed,M,36548,Suburban,Married,76,10,95,0,1,Personal Auto,Agent
HN10814,Arizona,4178.586494,No,Basic,Master,28.01.2011,Employed,M,62113,Rural,Married,104,1,0,0,1,Personal Auto,Web
OD25312,Arizona,4734.257944,No,Basic,College,30.01.2011,Unemployed,M,0,Suburban,Single,67,7,75,0,5,Personal Auto,Agent
ZR32858,California,4315.788632,No,Basic,Bachelor,25.02.2011,Employed,F,41252,Urban,Married,109,25,31,0,1,Personal Auto,Branch
FC68244,Oregon,6126.568309,No,Extended,High School or Below,01.01.2011,Employed,M,61139,Suburban,Married,76,4,16,0,4,Personal Auto,Web
VS86041,Arizona,2694.599099,No,Basic,Bachelor,02.05.2011,Employed,F,26744,Suburban,Married,68,16,61,0,1,Corporate Auto,Agent
EQ82942,California,9338.08481,No,Extended,Bachelor,02.04.2011,Unemployed,F,0,Suburban,Single,132,17,34,0,3,Personal Auto,Branch
ZE82255,California,18680.99387,No,Basic,College,15.01.2011,Employed,F,74640,Suburban,Married,66,0,44,0,2,Corporate Auto,Branch
DA79544,Oregon,2551.349248,No,Basic,Bachelor,02.01.2011,Employed,M,88126,Rural,Married,64,27,71,1,1,Personal Auto,Branch
WG33213,California,2808.078361,No,Basic,Bachelor,23.01.2011,Employed,F,55005,Suburban,Divorced,70,31,39,1,1,Personal Auto,Call Center
DP97298,California,9710.286449,No,Extended,High School or Below,23.01.2011,Employed,M,33190,Rural,Single,123,1,95,0,4,Personal Auto,Call Center
JH73645,California,15190.65404,No,Basic,High School or Below,02.12.2011,Unemployed,M,0,Suburban,Single,71,4,64,4,2,Personal Auto,Call Center
SK98708,Oregon,4069.776372,No,Premium,College,13.01.2011,Unemployed,F,0,Suburban,Single,117,0,42,0,1,Corporate Auto,Branch
ZZ62245,Oregon,6612.220871,No,Extended,High School or Below,31.01.2011,Unemployed,F,0,Suburban,Single,97,31,34,2,9,Personal Auto,Web
AU46604,California,2030.783687,No,Basic,Bachelor,16.01.2011,Unemployed,M,0,Suburban,Single,64,0,8,1,1,Personal Auto,Agent
HD44279,Arizona,5090.44875,No,Basic,Bachelor,02.08.2011,Disabled,F,25226,Suburban,Divorced,71,13,97,1,4,Personal Auto,Branch
LS99940,California,3353.381136,No,Extended,Master,30.01.2011,Employed,F,63398,Urban,Married,83,29,46,0,1,Personal Auto,Web
EY27917,Oregon,8532.989751,No,Basic,Master,01.10.2011,Employed,M,30092,Rural,Married,108,33,90,0,9,Personal Auto,Call Center
ZJ22033,Washington,2647.519741,No,Basic,College,20.02.2011,Employed,M,37876,Urban,Single,69,13,15,0,1,Corporate Auto,Agent
TZ60132,Oregon,6071.907243,No,Extended,High School or Below,02.05.2011,Retired,F,12201,Suburban,Divorced,84,14,63,0,4,Corporate Auto,Branch
XG74199,Oregon,9061.767848,No,Basic,College,19.01.2011,Employed,M,37970,Rural,Married,115,8,44,0,3,Personal Auto,Agent
YM74115,Nevada,2531.586761,No,Basic,Bachelor,22.02.2011,Disabled,M,28898,Rural,Married,67,15,85,0,1,Corporate Auto,Branch
LO48126,Oregon,2467.129805,No,Basic,High School or Below,17.01.2011,Employed,F,23845,Suburban,Married,61,33,34,0,1,Personal Auto,Call Center
NM37561,California,7408.167551,No,Basic,High School or Below,01.11.2011,Employed,M,62810,Rural,Married,187,14,22,1,1,Corporate Auto,Web
HW19141,Oregon,3452.414955,No,Extended,Bachelor,28.02.2011,Employed,F,65773,Urban,Married,89,24,35,4,1,Corporate Auto,Call Center
OD21455,California,4481.387593,No,Basic,Bachelor,01.07.2011,Unemployed,M,0,Urban,Single,69,1,25,0,4,Personal Auto,Call Center
WN14477,California,21235.44557,No,Extended,Bachelor,02.09.2011,Unemployed,M,0,Suburban,Divorced,86,29,45,0,2,Personal Auto,Branch
YK88644,Nevada,3370.074728,No,Extended,Master,16.02.2011,Unemployed,M,0,Suburban,Divorced,95,14,15,1,1,Personal Auto,Branch
YO41331,Oregon,3746.751625,No,Extended,College,26.02.2011,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Call Center
PB39857,California,5129.608404,No,Extended,Master,23.02.2011,Employed,M,72433,Urban,Married,126,34,48,0,1,Personal Auto,Agent
NW67881,Oregon,12300.005,No,Basic,Bachelor,02.12.2011,Employed,M,74586,Suburban,Married,103,14,19,0,2,Personal Auto,Call Center
BN13780,California,18065.27192,No,Extended,Bachelor,23.02.2011,Unemployed,F,0,Suburban,Married,234,11,26,0,7,Personal Auto,Agent
EZ70847,Washington,19644.76296,No,Basic,College,02.12.2011,Employed,F,67326,Suburban,Married,69,17,32,0,2,Corporate Auto,Agent
YR75102,Arizona,35900.07644,No,Basic,College,02.08.2011,Employed,M,25285,Suburban,Married,114,12,84,0,2,Personal Auto,Agent
RS30611,Arizona,6838.767672,No,Extended,High School or Below,02.01.2011,Disabled,M,15871,Suburban,Married,89,20,19,0,4,Personal Auto,Branch
QT61438,Oregon,6519.287872,No,Extended,Master,28.01.2011,Employed,M,38795,Suburban,Married,82,30,41,1,3,Corporate Auto,Branch
MD44130,Oregon,5712.380598,No,Basic,High School or Below,28.01.2011,Employed,M,24882,Suburban,Married,72,13,20,0,8,Corporate Auto,Branch
MS78828,Nevada,5126.54272,No,Extended,College,01.04.2011,Employed,F,33169,Suburban,Married,128,33,14,0,1,Personal Auto,Branch
DG31826,California,4984.618655,No,Basic,Bachelor,01.11.2011,Employed,M,86305,Rural,Married,62,1,99,0,5,Corporate Auto,Call Center
WW67905,Oregon,4102.199975,No,Basic,High School or Below,16.02.2011,Unemployed,M,0,Suburban,Married,112,31,21,0,1,Corporate Auto,Agent
LS92540,California,4111.197013,No,Basic,College,29.01.2011,Employed,F,32210,Suburban,Divorced,103,16,97,0,1,Corporate Auto,Call Center
RP92511,Nevada,11085.87709,No,Extended,Bachelor,20.01.2011,Employed,M,69090,Urban,Married,139,24,11,0,5,Personal Auto,Agent
LK63879,California,4745.680421,No,Basic,High School or Below,27.01.2011,Unemployed,F,0,Suburban,Single,63,23,88,0,3,Personal Auto,Branch
BT20606,Arizona,5837.528088,No,Basic,Doctor,01.10.2011,Employed,M,83308,Suburban,Married,73,3,81,1,7,Personal Auto,Agent
WW31823,Oregon,19190.31894,No,Basic,High School or Below,22.01.2011,Employed,F,39034,Suburban,Married,68,10,55,0,2,Personal Auto,Agent
MN79082,Oregon,6444.076976,No,Extended,College,01.05.2011,Employed,M,46750,Suburban,Married,82,20,74,1,3,Corporate Auto,Branch
ID89933,Oregon,7255.577594,No,Extended,Doctor,01.09.2011,Employed,F,39786,Urban,Married,91,2,91,1,9,Personal Auto,Web
NM77390,Nevada,8197.712164,No,Basic,High School or Below,13.01.2011,Employed,M,56788,Suburban,Single,108,22,34,5,7,Special Auto,Agent
NN79124,Nevada,4554.911887,No,Basic,Bachelor,13.01.2011,Employed,M,90156,Urban,Married,114,16,6,0,1,Personal Auto,Call Center
DF97701,Oregon,7069.740965,No,Extended,Bachelor,02.08.2011,Employed,F,63867,Suburban,Married,89,21,4,1,3,Corporate Auto,Branch
EJ73184,California,4743.694528,No,Basic,Bachelor,02.10.2011,Employed,F,83413,Rural,Married,118,0,1,0,1,Personal Auto,Web
GE43335,Nevada,4019.384424,No,Basic,College,18.02.2011,Unemployed,M,0,Suburban,Divorced,118,2,48,0,1,Personal Auto,Branch
HB68898,Oregon,20239.38353,No,Premium,Bachelor,30.01.2011,Employed,F,36116,Rural,Married,171,27,33,2,2,Corporate Auto,Branch
UP80657,Washington,2674.730716,No,Basic,College,15.02.2011,Employed,M,56342,Suburban,Single,69,12,89,0,1,Corporate Auto,Call Center
PR13091,Oregon,9206.429641,No,Basic,College,23.01.2011,Employed,F,55542,Urban,Single,117,1,76,0,5,Personal Auto,Web
YV73432,Oregon,23187.14574,No,Basic,College,02.02.2011,Employed,M,58466,Suburban,Married,66,7,79,1,2,Personal Auto,Branch
CG90504,Oregon,4770.550911,No,Basic,College,02.01.2011,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Web
SH12501,Washington,3768.086327,No,Extended,High School or Below,26.01.2011,Employed,M,43412,Suburban,Married,94,33,38,0,1,Personal Auto,Agent
ZR58728,Nevada,2893.739608,No,Basic,Master,25.01.2011,Employed,M,82611,Suburban,Single,74,23,87,1,1,Personal Auto,Web
NS57426,Arizona,11611.94584,No,Extended,Bachelor,02.11.2011,Employed,M,28915,Suburban,Single,76,10,49,0,2,Personal Auto,Web
HU99414,Oregon,14246.14841,No,Extended,High School or Below,02.02.2011,Unemployed,M,0,Suburban,Single,207,13,68,0,6,Personal Auto,Agent
LP86596,Arizona,2554.551152,No,Basic,High School or Below,02.09.2011,Unemployed,F,0,Suburban,Married,70,19,27,0,1,Personal Auto,Agent
HR92775,California,3226.516193,No,Extended,College,01.10.2011,Employed,F,91774,Urban,Single,81,4,21,0,1,Personal Auto,Call Center
DQ69331,Washington,2227.072755,No,Basic,High School or Below,01.05.2011,Retired,M,27972,Suburban,Married,61,7,38,0,1,Personal Auto,Web
SP41790,California,10623.40552,No,Extended,Bachelor,23.01.2011,Unemployed,M,0,Suburban,Married,96,11,16,0,2,Personal Auto,Agent
YA52900,Oregon,8304.688878,No,Extended,College,19.02.2011,Unemployed,M,0,Suburban,Married,122,22,14,2,9,Corporate Auto,Agent
RQ88363,California,5155.529312,No,Basic,College,18.01.2011,Employed,F,77857,Rural,Married,64,0,99,0,9,Personal Auto,Agent
OZ37864,Oregon,4407.769164,No,Basic,Bachelor,21.01.2011,Unemployed,F,0,Rural,Divorced,62,18,34,0,3,Personal Auto,Branch
EH27304,California,2955.495724,No,Basic,Doctor,21.01.2011,Employed,F,56502,Suburban,Single,74,15,78,0,1,Personal Auto,Branch
CR37971,Oregon,3900.906002,No,Extended,Bachelor,02.09.2011,Employed,M,95018,Urban,Married,97,21,81,0,1,Personal Auto,Web
KL54950,Oregon,4531.372981,No,Extended,Bachelor,01.10.2011,Employed,M,23705,Suburban,Married,122,33,2,4,1,Personal Auto,Agent
DS75515,California,2813.309659,No,Basic,Bachelor,02.01.2011,Employed,M,72333,Urban,Married,70,10,20,0,1,Personal Auto,Agent
YW72997,Arizona,7196.721128,No,Basic,High School or Below,01.08.2011,Unemployed,M,0,Suburban,Single,107,22,96,0,4,Personal Auto,Web
MR13691,Arizona,6301.102478,No,Extended,Bachelor,13.01.2011,Employed,M,47622,Urban,Married,80,15,13,0,7,Personal Auto,Call Center
PP20957,Nevada,7799.440458,No,Basic,Bachelor,01.06.2011,Unemployed,F,0,Suburban,Married,105,33,7,0,3,Personal Auto,Web
KJ41153,Oregon,8292.626726,No,Basic,College,22.01.2011,Employed,M,79632,Urban,Divorced,106,7,72,1,3,Personal Auto,Branch
WX49215,Oregon,18534.61157,No,Basic,Master,17.02.2011,Medical Leave,M,16154,Rural,Married,62,31,45,1,2,Personal Auto,Branch
CH78309,Oregon,2906.298309,No,Basic,College,01.06.2011,Employed,M,72211,Rural,Married,73,12,1,0,1,Personal Auto,Web
UF54329,California,6089.77238,No,Extended,College,16.01.2011,Employed,M,70892,Urban,Married,76,21,32,0,5,Corporate Auto,Call Center
CQ59706,Washington,5016.144667,No,Basic,College,18.01.2011,Employed,F,49367,Rural,Divorced,63,16,40,0,9,Personal Auto,Agent
KP77095,Arizona,15470.59658,No,Premium,Bachelor,02.08.2011,Employed,F,68086,Rural,Married,194,34,6,0,3,Corporate Auto,Web
PP14656,Washington,5680.467468,No,Basic,Master,01.09.2011,Employed,M,90353,Rural,Married,70,3,64,0,7,Personal Auto,Branch
QM74025,Oregon,4582.155128,No,Basic,High School or Below,24.02.2011,Employed,F,49558,Suburban,Divorced,115,1,73,0,1,Personal Auto,Web
RW67951,Washington,8663.550386,No,Basic,Bachelor,02.08.2011,Employed,M,93485,Rural,Married,72,31,40,0,2,Personal Auto,Agent
ED13353,Oregon,5274.20076,No,Basic,High School or Below,18.02.2011,Medical Leave,M,10629,Suburban,Single,74,17,15,0,8,Personal Auto,Web
LG49010,California,2620.601718,No,Basic,Bachelor,02.09.2011,Medical Leave,M,10237,Urban,Married,72,31,97,0,1,Personal Auto,Call Center
UA74474,Oregon,4515.184003,No,Premium,College,27.02.2011,Employed,F,87517,Suburban,Married,112,1,28,1,1,Corporate Auto,Branch
AC79024,Nevada,5533.229132,No,Basic,Bachelor,02.07.2011,Employed,M,23241,Suburban,Married,70,11,14,0,9,Personal Auto,Agent
SD61306,Arizona,5216.914471,No,Basic,High School or Below,23.01.2011,Employed,M,60861,Rural,Married,66,8,82,0,4,Personal Auto,Agent
